year,calendar_year,population_size,birth_count,births_per_population,births_per_eligible,births_per_matched_pair,death_count,matched_pair_count,new_pair_count,active_pair_count,unmatched_rate,mean_visible_candidate_count,median_visible_candidate_count,mean_perceived_candidate_count,median_perceived_candidate_count,mean_actionable_candidate_count,action_coverage_rate,visibility_action_gap,mean_selected_actionable_share,mean_selection_quota,mean_selection_acceptance_share,mean_phantom_candidate_count,mean_sampled_phantom_candidate_count,mean_selected_phantom_count,mean_phantom_selection_share,candidate_pool_multiplier,visibility_coverage_rate,theoretical_area_coverage,effective_birth_probability,selection_worker_count,action_radius,blocked_mutual_pair_count,trait_mean,trait_variance,trait_diversity,reproductive_concentration,effective_parent_count,visibility_radius,variant,label,seed
122,2101,1793,17,0.009481,0.026899,0.074236,24,229,22,392,0.275316,107.0,107.0,10700.0,10700.0,30.166667,0.281931,0.718069,0.491898,16.0,0.001495,10593.0,64.0,6.981481,0.436343,100.0,1.0,1.0,0.09632,1,0.25,0,0.10241,0.196938,0.992316,0.981037,34.0,1.414214,full_behavior_bundle,Full behavior bundle,42
123,2102,1794,17,0.009476,0.027375,0.073593,16,231,22,392,0.256039,98.0,98.0,9800.0,9800.0,30.686869,0.313131,0.686869,0.492424,16.0,0.001633,9702.0,64.0,7.242424,0.452652,100.0,1.0,1.0,0.096307,1,0.25,0,0.101957,0.195644,0.98905,0.984983,27.52381,1.414214,full_behavior_bundle,Full behavior bundle,42
124,2103,1805,30,0.01662,0.048309,0.133333,19,225,20,389,0.275362,104.0,104.0,10400.0,10400.0,30.095238,0.289377,0.710623,0.495238,16.0,0.001538,10296.0,64.0,6.8,0.425,100.0,1.0,1.0,0.096333,1,0.25,1,0.10297,0.193308,0.983127,0.970896,52.941176,1.414214,full_behavior_bundle,Full behavior bundle,42
125,2104,1805,20,0.01108,0.031949,0.086957,20,230,22,390,0.265176,110.0,110.0,11000.0,11000.0,27.783784,0.25258,0.74742,0.488739,16.0,0.001455,10890.0,64.0,7.603604,0.475225,100.0,1.0,1.0,0.0962,1,0.25,0,0.102919,0.190277,0.975391,0.979945,36.363636,1.414214,full_behavior_bundle,Full behavior bundle,42
126,2105,1796,23,0.012806,0.036392,0.096234,32,239,21,396,0.243671,98.0,98.0,9800.0,9800.0,28.242424,0.288188,0.711812,0.494949,16.0,0.001633,9702.0,64.0,7.414141,0.463384,100.0,1.0,1.0,0.09636,1,0.25,0,0.102467,0.187803,0.969027,0.976518,42.32,1.414214,full_behavior_bundle,Full behavior bundle,42
127,2106,1800,26,0.014444,0.041009,0.108787,22,239,24,397,0.246057,101.0,101.0,10100.0,10100.0,26.941176,0.266744,0.733256,0.5,16.0,0.001584,9999.0,64.0,7.313725,0.457108,100.0,1.0,1.0,0.096347,1,0.25,1,0.104841,0.185002,0.961774,0.971111,52.0,1.414214,full_behavior_bundle,Full behavior bundle,42
128,2107,1803,30,0.016639,0.046656,0.125523,27,239,22,403,0.25661,96.0,96.0,9600.0,9600.0,24.969072,0.260095,0.739905,0.5,16.0,0.001667,9504.0,64.0,6.835052,0.427191,100.0,1.0,1.0,0.09636,1,0.25,1,0.104931,0.183571,0.958047,0.968867,56.25,1.414214,full_behavior_bundle,Full behavior bundle,42
129,2108,1790,16,0.008939,0.025237,0.06867,29,233,19,402,0.264984,87.0,87.0,8700.0,8700.0,23.136364,0.265935,0.734065,0.497869,16.0,0.001839,8613.0,64.0,7.295455,0.455966,100.0,1.0,1.0,0.096347,1,0.25,0,0.104038,0.181548,0.952753,0.982123,32.0,1.414214,full_behavior_bundle,Full behavior bundle,42
130,2109,1787,29,0.016228,0.046105,0.125,32,232,21,402,0.262321,88.0,88.0,8800.0,8800.0,23.865169,0.271195,0.728805,0.5,16.0,0.001818,8712.0,64.0,7.146067,0.446629,100.0,1.0,1.0,0.09656,1,0.25,0,0.104339,0.178826,0.945586,0.971711,50.969697,1.414214,full_behavior_bundle,Full behavior bundle,42
131,2110,1799,31,0.017232,0.048973,0.127572,19,243,23,407,0.232227,83.0,83.0,8300.0,8300.0,24.095238,0.290304,0.709696,0.5,16.0,0.001928,8217.0,64.0,7.821429,0.488839,100.0,1.0,1.0,0.096427,1,0.25,0,0.104093,0.175416,0.936525,0.967688,58.242424,1.414214,full_behavior_bundle,Full behavior bundle,42
132,2111,1797,30,0.016694,0.047619,0.123457,32,243,23,409,0.228571,76.0,76.0,7600.0,7600.0,18.623377,0.245044,0.754956,0.497565,16.0,0.002105,7524.0,64.0,7.467532,0.466721,100.0,1.0,1.0,0.09644,1,0.25,0,0.10557,0.172577,0.928916,0.970766,52.941176,1.414214,full_behavior_bundle,Full behavior bundle,42
133,2112,1799,27,0.015008,0.04376,0.116379,25,232,21,412,0.247974,70.0,70.0,7000.0,7000.0,18.253521,0.260765,0.739235,0.475352,16.0,0.002286,6930.0,64.0,7.352113,0.459507,100.0,1.0,1.0,0.096373,1,0.25,0,0.106926,0.170992,0.92464,0.972124,50.275862,1.414214,full_behavior_bundle,Full behavior bundle,42
134,2113,1806,20,0.011074,0.032362,0.085837,13,233,18,412,0.245955,64.0,64.0,6400.0,6400.0,19.476923,0.304327,0.695673,0.492308,16.0,0.0025,6336.0,64.0,6.753846,0.422115,100.0,1.0,1.0,0.096187,1,0.25,2,0.107244,0.169149,0.919645,0.979956,36.363636,1.414214,full_behavior_bundle,Full behavior bundle,42
135,2114,1813,27,0.014892,0.043269,0.116379,20,232,21,410,0.25641,80.0,80.0,8000.0,8000.0,24.098765,0.301235,0.698765,0.496914,16.0,0.002,7920.0,64.0,7.135802,0.445988,100.0,1.0,1.0,0.096187,1,0.25,1,0.108335,0.167017,0.913829,0.970215,54.0,1.414214,full_behavior_bundle,Full behavior bundle,42
136,2115,1817,20,0.011007,0.03231,0.086207,16,232,22,412,0.250404,75.0,75.0,7500.0,7500.0,22.315789,0.297544,0.702456,0.485197,16.0,0.002133,7425.0,64.0,7.605263,0.475329,100.0,1.0,1.0,0.09604,1,0.25,0,0.108228,0.16474,0.907579,0.977986,40.0,1.414214,full_behavior_bundle,Full behavior bundle,42
137,2116,1821,23,0.01263,0.036977,0.096234,19,239,22,419,0.231511,62.0,62.0,6200.0,6200.0,17.174603,0.27701,0.72299,0.47619,16.0,0.002581,6138.0,64.0,8.206349,0.512897,100.0,1.0,1.0,0.096027,1,0.25,0,0.109801,0.162503,0.901395,0.97684,42.32,1.414214,full_behavior_bundle,Full behavior bundle,42
138,2117,1813,17,0.009377,0.027597,0.071429,25,238,16,411,0.227273,53.0,53.0,5300.0,5300.0,13.148148,0.248078,0.751922,0.461806,16.0,0.003019,5247.0,64.0,7.777778,0.486111,100.0,1.0,1.0,0.096053,1,0.25,1,0.109671,0.160815,0.896702,0.981247,34.0,1.414214,full_behavior_bundle,Full behavior bundle,42
139,2118,1821,29,0.015925,0.0464,0.124464,21,233,23,408,0.2544,79.0,79.0,7900.0,7900.0,18.225,0.230696,0.769304,0.492969,16.0,0.002025,7821.0,64.0,7.075,0.442188,100.0,1.0,1.0,0.096107,1,0.25,2,0.109502,0.159448,0.892882,0.968149,58.0,1.414214,full_behavior_bundle,Full behavior bundle,42
140,2119,1823,25,0.013714,0.040388,0.106383,23,235,20,409,0.240711,66.0,66.0,6600.0,6600.0,16.746269,0.253731,0.746269,0.48694,16.0,0.002424,6534.0,64.0,7.507463,0.469216,100.0,1.0,1.0,0.096027,1,0.25,0,0.111169,0.158135,0.889199,0.972573,50.0,1.414214,full_behavior_bundle,Full behavior bundle,42
141,2120,1832,34,0.018559,0.055921,0.147186,25,231,20,404,0.240132,64.0,64.0,6400.0,6400.0,17.2,0.26875,0.73125,0.475962,16.0,0.0025,6336.0,64.0,7.415385,0.463462,100.0,1.0,1.0,0.096027,1,0.25,1,0.110925,0.154406,0.878651,0.966992,60.842105,1.414214,full_behavior_bundle,Full behavior bundle,42
142,2121,1840,26,0.01413,0.042553,0.116071,18,224,20,398,0.266776,77.0,77.0,7700.0,7700.0,19.282051,0.250416,0.749584,0.495192,16.0,0.002078,7623.0,64.0,6.974359,0.435897,100.0,1.0,1.0,0.095813,1,0.25,5,0.111077,0.152095,0.872051,0.975753,45.066667,1.414214,full_behavior_bundle,Full behavior bundle,42
143,2122,1845,30,0.01626,0.048077,0.12987,25,231,20,393,0.259615,77.0,77.0,7700.0,7700.0,19.102564,0.248085,0.751915,0.499199,16.0,0.002078,7623.0,64.0,7.217949,0.451122,100.0,1.0,1.0,0.0958,1,0.25,0,0.113293,0.150537,0.867575,0.96748,60.0,1.414214,full_behavior_bundle,Full behavior bundle,42
144,2123,1841,16,0.008691,0.025682,0.068966,20,232,21,398,0.255217,79.0,79.0,7900.0,7900.0,20.0,0.253165,0.746835,0.496094,16.0,0.002025,7821.0,64.0,7.45,0.465625,100.0,1.0,1.0,0.095667,1,0.25,0,0.11367,0.149614,0.86491,0.984655,28.444444,1.414214,full_behavior_bundle,Full behavior bundle,42
145,2124,1841,23,0.012493,0.036624,0.097458,23,236,21,401,0.248408,76.0,76.0,7600.0,7600.0,19.246753,0.253247,0.746753,0.49513,16.0,0.002105,7524.0,64.0,7.363636,0.460227,100.0,1.0,1.0,0.09576,1,0.25,0,0.113931,0.147993,0.860212,0.978981,39.185185,1.414214,full_behavior_bundle,Full behavior bundle,42
146,2125,1851,22,0.011885,0.0347,0.094828,12,232,20,405,0.268139,81.0,81.0,8100.0,8100.0,18.487805,0.228245,0.771755,0.485518,16.0,0.001975,8019.0,64.0,7.47561,0.467226,100.0,1.0,1.0,0.095613,1,0.25,0,0.112533,0.147035,0.857424,0.976229,44.0,1.414214,full_behavior_bundle,Full behavior bundle,42
147,2126,1854,26,0.014024,0.0416,0.112554,23,231,23,401,0.2608,82.0,82.0,8200.0,8200.0,17.590361,0.214517,0.785483,0.499247,16.0,0.001951,8118.0,64.0,7.879518,0.49247,100.0,1.0,1.0,0.095627,1,0.25,0,0.111272,0.14492,0.851234,0.974027,48.285714,1.414214,full_behavior_bundle,Full behavior bundle,42
148,2127,1842,23,0.012486,0.036741,0.1,35,230,20,395,0.265176,84.0,84.0,8400.0,8400.0,18.023529,0.214566,0.785434,0.499265,16.0,0.001905,8316.0,64.0,7.411765,0.463235,100.0,1.0,1.0,0.095747,1,0.25,0,0.112935,0.141773,0.84194,0.977104,42.32,1.414214,full_behavior_bundle,Full behavior bundle,42
149,2128,1838,21,0.011425,0.033019,0.090517,25,232,23,399,0.27044,96.0,96.0,9600.0,9600.0,20.907216,0.217784,0.782216,0.499356,16.0,0.001667,9504.0,64.0,7.402062,0.462629,100.0,1.0,1.0,0.095773,1,0.25,0,0.11302,0.139691,0.835735,0.981087,35.28,1.414214,full_behavior_bundle,Full behavior bundle,42
150,2129,1844,26,0.0141,0.040689,0.114537,20,227,24,398,0.289515,113.0,113.0,11300.0,11300.0,26.035088,0.230399,0.769601,0.5,16.0,0.001416,11187.0,64.0,7.04386,0.440241,100.0,1.0,1.0,0.09576,1,0.25,0,0.11371,0.138358,0.831738,0.975805,45.066667,1.414214,full_behavior_bundle,Full behavior bundle,42
151,2130,1840,19,0.010326,0.029186,0.082251,23,231,23,401,0.290323,116.0,116.0,11600.0,11600.0,26.615385,0.229443,0.770557,0.497863,16.0,0.001379,11484.0,64.0,6.752137,0.422009,100.0,1.0,1.0,0.09572,1,0.25,0,0.113432,0.136782,0.82699,0.979348,38.0,1.414214,full_behavior_bundle,Full behavior bundle,42
152,2131,1832,19,0.010371,0.029276,0.081545,27,233,22,402,0.281972,104.0,104.0,10400.0,10400.0,24.914286,0.23956,0.76044,0.498214,16.0,0.001538,10296.0,64.0,7.942857,0.496429,100.0,1.0,1.0,0.095827,1,0.25,0,0.113997,0.135178,0.822124,0.983165,31.391304,1.414214,full_behavior_bundle,Full behavior bundle,42
153,2132,1827,22,0.012042,0.033794,0.094017,27,234,21,407,0.281106,103.0,103.0,10300.0,10300.0,27.346154,0.265497,0.734503,0.496394,16.0,0.001553,10197.0,64.0,7.394231,0.462139,100.0,1.0,1.0,0.095933,1,0.25,0,0.114046,0.133468,0.816909,0.979897,37.230769,1.414214,full_behavior_bundle,Full behavior bundle,42
154,2133,1819,18,0.009896,0.027692,0.077253,26,233,21,406,0.283077,100.0,100.0,10000.0,10000.0,27.227723,0.272277,0.727723,0.488243,16.0,0.0016,9900.0,64.0,7.405941,0.462871,100.0,1.0,1.0,0.095987,1,0.25,0,0.114462,0.13262,0.814308,0.982286,32.4,1.414214,full_behavior_bundle,Full behavior bundle,42
155,2134,1815,16,0.008815,0.024768,0.068085,20,235,22,407,0.272446,99.0,99.0,9900.0,9900.0,26.28,0.265455,0.734545,0.4975,16.0,0.001616,9801.0,64.0,7.64,0.4775,100.0,1.0,1.0,0.096013,1,0.25,0,0.114263,0.131082,0.809573,0.982369,32.0,1.414214,full_behavior_bundle,Full behavior bundle,42
156,2135,1809,20,0.011056,0.031646,0.089686,26,223,19,404,0.294304,94.0,94.0,9400.0,9400.0,22.736842,0.241881,0.758119,0.5,16.0,0.001702,9306.0,64.0,6.873684,0.429605,100.0,1.0,1.0,0.096147,1,0.25,1,0.115778,0.129524,0.80475,0.979989,36.363636,1.414214,full_behavior_bundle,Full behavior bundle,42
157,2136,1817,29,0.01596,0.044822,0.127193,21,228,22,403,0.295209,107.0,107.0,10700.0,10700.0,26.944444,0.251817,0.748183,0.5,16.0,0.001495,10593.0,64.0,7.462963,0.466435,100.0,1.0,1.0,0.09616,1,0.25,0,0.11838,0.128617,0.801924,0.972178,50.969697,1.414214,full_behavior_bundle,Full behavior bundle,42
158,2137,1802,17,0.009434,0.025994,0.07265,32,234,23,403,0.284404,106.0,106.0,10600.0,10600.0,25.140187,0.237172,0.762828,0.5,16.0,0.001509,10494.0,64.0,7.168224,0.448014,100.0,1.0,1.0,0.0962,1,0.25,0,0.118922,0.127162,0.797377,0.983221,30.421053,1.414214,full_behavior_bundle,Full behavior bundle,42
159,2138,1805,24,0.013296,0.035982,0.1,21,240,26,410,0.28036,113.0,113.0,11300.0,11300.0,26.54386,0.234901,0.765099,0.5,16.0,0.001416,11187.0,64.0,7.192982,0.449561,100.0,1.0,1.0,0.096253,1,0.25,0,0.119962,0.126058,0.793909,0.975531,44.307692,1.414214,full_behavior_bundle,Full behavior bundle,42
160,2139,1818,26,0.014301,0.038633,0.110638,13,235,19,403,0.301634,114.0,114.0,11400.0,11400.0,27.426087,0.24058,0.75942,0.5,16.0,0.001404,11286.0,64.0,7.426087,0.46413,100.0,1.0,1.0,0.096107,1,0.25,0,0.122232,0.124734,0.789728,0.975459,45.066667,1.414214,full_behavior_bundle,Full behavior bundle,42
161,2140,1809,21,0.011609,0.030657,0.087137,30,241,22,406,0.29635,126.0,126.0,12600.0,12600.0,31.212598,0.247719,0.752281,0.5,16.0,0.00127,12474.0,64.0,7.228346,0.451772,100.0,1.0,1.0,0.09616,1,0.25,1,0.122779,0.122735,0.783374,0.976783,42.0,1.414214,full_behavior_bundle,Full behavior bundle,42
162,2141,1804,20,0.011086,0.029412,0.081967,25,244,23,407,0.282353,117.0,117.0,11700.0,11700.0,30.813559,0.263364,0.736636,0.5,16.0,0.001368,11583.0,64.0,7.025424,0.439089,100.0,1.0,1.0,0.096213,1,0.25,1,0.123785,0.121197,0.77845,0.977827,40.0,1.414214,full_behavior_bundle,Full behavior bundle,42
163,2142,1794,17,0.009476,0.02526,0.070248,27,242,20,406,0.280832,114.0,114.0,11400.0,11400.0,29.513043,0.258886,0.741114,0.496739,16.0,0.001404,11286.0,64.0,7.13913,0.446196,100.0,1.0,1.0,0.096307,1,0.25,0,0.123892,0.119824,0.774029,0.983146,30.421053,1.414214,full_behavior_bundle,Full behavior bundle,42
164,2143,1799,26,0.014452,0.038405,0.106557,21,244,22,413,0.279173,112.0,112.0,11200.0,11200.0,27.787611,0.248104,0.751896,0.497235,16.0,0.001429,11088.0,64.0,7.0,0.4375,100.0,1.0,1.0,0.09636,1,0.25,0,0.124663,0.119183,0.771954,0.9752,45.066667,1.414214,full_behavior_bundle,Full behavior bundle,42
165,2144,1800,24,0.013333,0.035294,0.098361,23,244,23,405,0.282353,123.0,123.0,12300.0,12300.0,31.548387,0.256491,0.743509,0.49496,16.0,0.001301,12177.0,64.0,7.532258,0.470766,100.0,1.0,1.0,0.09632,1,0.25,0,0.125407,0.117934,0.767901,0.975463,44.307692,1.414214,full_behavior_bundle,Full behavior bundle,42
166,2145,1804,23,0.012749,0.033382,0.093117,19,247,21,401,0.283019,126.0,126.0,12600.0,12600.0,34.724409,0.275591,0.724409,0.496063,16.0,0.00127,12474.0,64.0,7.362205,0.460138,100.0,1.0,1.0,0.096253,1,0.25,0,0.127797,0.117648,0.766969,0.974501,46.0,1.414214,full_behavior_bundle,Full behavior bundle,42
167,2146,1797,13,0.007234,0.019174,0.054393,20,239,19,398,0.294985,121.0,121.0,12100.0,12100.0,35.590164,0.294134,0.705866,0.489754,16.0,0.001322,11979.0,64.0,7.852459,0.490779,100.0,1.0,1.0,0.096213,1,0.25,0,0.128124,0.116829,0.764293,0.985531,26.0,1.414214,full_behavior_bundle,Full behavior bundle,42
168,2147,1791,23,0.012842,0.033479,0.093878,29,245,22,397,0.286754,128.0,128.0,12800.0,12800.0,34.573643,0.270107,0.729893,0.5,16.0,0.00125,12672.0,64.0,7.124031,0.445252,100.0,1.0,1.0,0.096427,1,0.25,0,0.128794,0.11559,0.760231,0.974316,46.0,1.414214,full_behavior_bundle,Full behavior bundle,42
169,2148,1792,18,0.010045,0.026125,0.072289,17,249,22,396,0.277213,126.0,126.0,12600.0,12600.0,36.173228,0.287089,0.712911,0.497047,16.0,0.00127,12474.0,64.0,7.826772,0.489173,100.0,1.0,1.0,0.096347,1,0.25,0,0.129134,0.114789,0.757592,0.983879,29.454545,1.414214,full_behavior_bundle,Full behavior bundle,42
170,2149,1793,22,0.01227,0.032448,0.091667,21,240,20,392,0.292035,126.0,126.0,12600.0,12600.0,36.125984,0.286714,0.713286,0.498524,16.0,0.00127,12474.0,64.0,7.149606,0.44685,100.0,1.0,1.0,0.096387,1,0.25,0,0.131016,0.114041,0.755119,0.979516,37.230769,1.414214,full_behavior_bundle,Full behavior bundle,42
171,2150,1790,18,0.010056,0.026471,0.075,21,240,22,394,0.294118,128.0,128.0,12800.0,12800.0,35.875969,0.280281,0.719719,0.5,16.0,0.00125,12672.0,64.0,7.434109,0.464632,100.0,1.0,1.0,0.096373,1,0.25,0,0.13162,0.112997,0.751654,0.979888,36.0,1.414214,full_behavior_bundle,Full behavior bundle,42
172,2151,1787,17,0.009513,0.025185,0.070539,20,241,23,402,0.285926,116.0,116.0,11600.0,11600.0,34.376068,0.296345,0.703655,0.497329,16.0,0.001379,11484.0,64.0,7.487179,0.467949,100.0,1.0,1.0,0.0964,1,0.25,0,0.133349,0.112018,0.748392,0.980974,34.0,1.414214,full_behavior_bundle,Full behavior bundle,42
173,2152,1786,25,0.013998,0.037594,0.107296,26,233,18,401,0.299248,108.0,108.0,10800.0,10800.0,30.0,0.277778,0.722222,0.497706,16.0,0.001481,10692.0,64.0,7.376147,0.461009,100.0,1.0,1.0,0.09652,1,0.25,0,0.133793,0.110856,0.744501,0.972004,50.0,1.414214,full_behavior_bundle,Full behavior bundle,42
174,2153,1799,32,0.017788,0.048855,0.139738,19,229,20,399,0.300763,112.0,112.0,11200.0,11200.0,30.230088,0.269912,0.730088,0.5,16.0,0.001429,11088.0,64.0,6.814159,0.425885,100.0,1.0,1.0,0.09644,1,0.25,0,0.134509,0.109892,0.741256,0.966579,60.235294,1.414214,full_behavior_bundle,Full behavior bundle,42
175,2154,1791,19,0.010609,0.028443,0.079832,27,238,21,406,0.287425,107.0,107.0,10700.0,10700.0,29.314815,0.27397,0.72603,0.5,16.0,0.001495,10593.0,64.0,7.398148,0.462384,100.0,1.0,1.0,0.096373,1,0.25,0,0.135897,0.108831,0.73767,0.978783,38.0,1.414214,full_behavior_bundle,Full behavior bundle,42
176,2155,1785,23,0.012885,0.035061,0.098712,29,233,18,399,0.289634,105.0,105.0,10500.0,10500.0,33.566038,0.319677,0.680323,0.485259,16.0,0.001524,10395.0,64.0,7.320755,0.457547,100.0,1.0,1.0,0.096507,1,0.25,0,0.137823,0.107996,0.734832,0.978322,39.185185,1.414214,full_behavior_bundle,Full behavior bundle,42
177,2156,1781,17,0.009545,0.026194,0.074236,21,229,20,399,0.294299,106.0,106.0,10600.0,10600.0,33.196262,0.313172,0.686828,0.493575,16.0,0.001509,10494.0,64.0,7.46729,0.466706,100.0,1.0,1.0,0.09648,1,0.25,0,0.138844,0.107128,0.731875,0.983023,30.421053,1.414214,full_behavior_bundle,Full behavior bundle,42
178,2157,1778,21,0.011811,0.032558,0.094595,24,222,18,395,0.311628,111.0,111.0,11100.0,11100.0,37.821429,0.340734,0.659266,0.49442,16.0,0.001441,10989.0,64.0,7.383929,0.461496,100.0,1.0,1.0,0.096573,1,0.25,0,0.139554,0.1061,0.728356,0.978521,38.347826,1.414214,full_behavior_bundle,Full behavior bundle,42
179,2158,1790,31,0.017318,0.048513,0.142202,19,218,16,394,0.317684,109.0,109.0,10900.0,10900.0,39.090909,0.358632,0.641368,0.489773,16.0,0.001468,10791.0,64.0,7.527273,0.470455,100.0,1.0,1.0,0.096547,1,0.25,0,0.138859,0.105378,0.725871,0.973148,49.282051,1.414214,full_behavior_bundle,Full behavior bundle,42
180,2159,1803,30,0.016639,0.046948,0.135747,17,221,21,400,0.308294,112.0,112.0,11200.0,11200.0,36.318584,0.324273,0.675727,0.489491,16.0,0.001429,11088.0,64.0,7.867257,0.491704,100.0,1.0,1.0,0.09636,1,0.25,0,0.140979,0.104838,0.72401,0.972712,50.0,1.414214,full_behavior_bundle,Full behavior bundle,42
181,2160,1805,21,0.011634,0.033386,0.09589,19,219,22,401,0.303657,108.0,108.0,10800.0,10800.0,32.477064,0.300714,0.699286,0.495413,16.0,0.001481,10692.0,64.0,7.412844,0.463303,100.0,1.0,1.0,0.096213,1,0.25,1,0.141452,0.10438,0.722427,0.980741,35.28,1.414214,full_behavior_bundle,Full behavior bundle,42
182,2161,1798,16,0.008899,0.025197,0.074766,23,214,17,392,0.325984,117.0,117.0,11700.0,11700.0,36.508475,0.312038,0.687962,0.489407,16.0,0.001368,11583.0,64.0,7.050847,0.440678,100.0,1.0,1.0,0.09624,1,0.25,0,0.141972,0.104054,0.721296,0.982202,32.0,1.414214,full_behavior_bundle,Full behavior bundle,42
183,2162,1797,20,0.01113,0.031447,0.091324,21,219,23,397,0.311321,126.0,126.0,12600.0,12600.0,36.188976,0.287214,0.712786,0.5,16.0,0.00127,12474.0,64.0,7.299213,0.456201,100.0,1.0,1.0,0.096307,1,0.25,1,0.141461,0.103255,0.718524,0.981747,33.333333,1.414214,full_behavior_bundle,Full behavior bundle,42
184,2163,1795,18,0.010028,0.028037,0.082569,20,218,18,396,0.320872,126.0,126.0,12600.0,12600.0,39.228346,0.311336,0.688664,0.500984,16.0,0.00127,12474.0,64.0,7.086614,0.442913,100.0,1.0,1.0,0.096307,1,0.25,0,0.143664,0.102549,0.716063,0.982049,32.4,1.414214,full_behavior_bundle,Full behavior bundle,42
185,2164,1798,24,0.013348,0.038339,0.110092,21,218,19,399,0.303514,113.0,113.0,11300.0,11300.0,36.77193,0.325415,0.674585,0.490132,16.0,0.001416,11187.0,64.0,7.929825,0.495614,100.0,1.0,1.0,0.096347,1,0.25,0,0.144837,0.101597,0.71273,0.979143,38.4,1.414214,full_behavior_bundle,Full behavior bundle,42
186,2165,1791,23,0.012842,0.036859,0.106481,30,216,20,388,0.307692,122.0,122.0,12200.0,12200.0,38.95935,0.319339,0.680661,0.495427,16.0,0.001311,12078.0,64.0,7.292683,0.455793,100.0,1.0,1.0,0.096427,1,0.25,0,0.143675,0.100862,0.710148,0.980142,36.482759,1.414214,full_behavior_bundle,Full behavior bundle,42
187,2166,1784,19,0.01065,0.03125,0.089202,26,213,23,388,0.299342,115.0,115.0,11500.0,11500.0,35.517241,0.308846,0.691154,0.49569,16.0,0.001391,11385.0,64.0,7.862069,0.491379,100.0,1.0,1.0,0.096467,1,0.25,0,0.144367,0.09979,0.706366,0.982712,31.391304,1.414214,full_behavior_bundle,Full behavior bundle,42
188,2167,1778,19,0.010686,0.031457,0.089202,25,213,19,391,0.294702,100.0,100.0,10000.0,10000.0,31.287129,0.312871,0.687129,0.490099,16.0,0.0016,9900.0,64.0,7.643564,0.477723,100.0,1.0,1.0,0.096547,1,0.25,0,0.145741,0.09883,0.702958,0.978628,38.0,1.414214,full_behavior_bundle,Full behavior bundle,42
189,2168,1782,27,0.015152,0.045608,0.130435,23,207,18,390,0.300676,95.0,95.0,9500.0,9500.0,25.270833,0.266009,0.733991,0.488281,16.0,0.001684,9405.0,64.0,7.177083,0.448568,100.0,1.0,1.0,0.0966,1,0.25,0,0.146061,0.098113,0.700402,0.969697,54.0,1.414214,full_behavior_bundle,Full behavior bundle,42
190,2169,1778,20,0.011249,0.033727,0.093897,24,213,21,390,0.281619,95.0,95.0,9500.0,9500.0,23.604167,0.248465,0.751535,0.494792,16.0,0.001684,9405.0,64.0,7.385417,0.461589,100.0,1.0,1.0,0.09656,1,0.25,0,0.146676,0.097285,0.697443,0.97964,36.363636,1.414214,full_behavior_bundle,Full behavior bundle,42
191,2170,1772,18,0.010158,0.030252,0.082949,24,217,22,394,0.270588,89.0,89.0,8900.0,8900.0,22.244444,0.249938,0.750062,0.486111,16.0,0.001798,8811.0,64.0,7.777778,0.486111,100.0,1.0,1.0,0.096613,1,0.25,0,0.149171,0.096529,0.694725,0.979684,36.0,1.414214,full_behavior_bundle,Full behavior bundle,42
192,2171,1772,20,0.011287,0.033058,0.092166,20,217,19,395,0.282645,91.0,91.0,9100.0,9100.0,25.086957,0.275681,0.724319,0.48913,16.0,0.001758,9009.0,64.0,7.641304,0.477582,100.0,1.0,1.0,0.09664,1,0.25,0,0.151804,0.095592,0.691347,0.977427,40.0,1.414214,full_behavior_bundle,Full behavior bundle,42
193,2172,1770,27,0.015254,0.045151,0.123288,29,219,19,387,0.267559,87.0,87.0,8700.0,8700.0,26.954545,0.309822,0.690178,0.485795,16.0,0.001839,8613.0,64.0,7.511364,0.46946,100.0,1.0,1.0,0.09676,1,0.25,0,0.153957,0.093886,0.68515,0.969492,54.0,1.414214,full_behavior_bundle,Full behavior bundle,42
194,2173,1772,21,0.011851,0.035117,0.09589,19,219,17,384,0.267559,86.0,86.0,8600.0,8600.0,27.011494,0.314087,0.685913,0.487069,16.0,0.00186,8514.0,64.0,7.678161,0.479885,100.0,1.0,1.0,0.096653,1,0.25,0,0.154239,0.09345,0.683556,0.976298,42.0,1.414214,full_behavior_bundle,Full behavior bundle,42
195,2174,1774,25,0.014092,0.042088,0.111607,23,224,18,389,0.245791,75.0,75.0,7500.0,7500.0,26.447368,0.352632,0.647368,0.472039,16.0,0.002133,7425.0,64.0,8.052632,0.503289,100.0,1.0,1.0,0.09668,1,0.25,0,0.155183,0.092338,0.679478,0.97398,46.296296,1.414214,full_behavior_bundle,Full behavior bundle,42
196,2175,1769,15,0.008479,0.025467,0.066964,20,224,19,393,0.239389,72.0,72.0,7200.0,7200.0,19.589041,0.27207,0.72793,0.483733,16.0,0.002222,7128.0,64.0,7.863014,0.491438,100.0,1.0,1.0,0.096613,1,0.25,1,0.155857,0.091983,0.678169,0.983041,30.0,1.414214,full_behavior_bundle,Full behavior bundle,42
197,2176,1767,26,0.014714,0.043261,0.118182,28,220,18,393,0.267887,86.0,86.0,8600.0,8600.0,23.977011,0.278802,0.721198,0.494253,16.0,0.00186,8514.0,64.0,6.965517,0.435345,100.0,1.0,1.0,0.096787,1,0.25,1,0.15568,0.091855,0.6777,0.970572,52.0,1.414214,full_behavior_bundle,Full behavior bundle,42
