year,calendar_year,population_size,birth_count,births_per_population,births_per_eligible,births_per_matched_pair,death_count,matched_pair_count,new_pair_count,active_pair_count,unmatched_rate,mean_visible_candidate_count,median_visible_candidate_count,mean_perceived_candidate_count,median_perceived_candidate_count,mean_actionable_candidate_count,action_coverage_rate,visibility_action_gap,mean_selected_actionable_share,mean_selection_quota,mean_selection_acceptance_share,mean_phantom_candidate_count,mean_sampled_phantom_candidate_count,mean_selected_phantom_count,mean_phantom_selection_share,candidate_pool_multiplier,visibility_coverage_rate,theoretical_area_coverage,effective_birth_probability,selection_worker_count,action_radius,blocked_mutual_pair_count,trait_mean,trait_variance,trait_diversity,reproductive_concentration,effective_parent_count,visibility_radius,variant,label,seed
59,2038,1828,0,0.0,0.0,0.0,46,0,0,8,1.0,635.0,635.0,190500.0,190500.0,67.40566,0.106151,0.893849,0.006584,16.0,8.4e-05,189865.0,512.0,14.908805,0.9318,300.0,1.0,1.0,0.095627,1,0.12,0,0.01238,0.684885,1.85052,0.0,0.0,1.414214,raw_sns,Raw SNS / no discipline,42
60,2039,1793,0,0.0,0.0,0.0,35,0,0,7,1.0,602.0,602.0,180600.0,180600.0,63.61194,0.105668,0.894332,0.005182,16.0,8.9e-05,179998.0,512.0,15.006633,0.937915,300.0,1.0,1.0,0.096093,1,0.12,0,0.009832,0.677514,1.840535,0.0,0.0,1.414214,raw_sns,Raw SNS / no discipline,42
61,2040,1751,0,0.0,0.0,0.0,42,0,0,7,1.0,578.0,578.0,173400.0,173400.0,60.991364,0.105521,0.894479,0.004965,16.0,9.2e-05,172822.0,512.0,14.996546,0.937284,300.0,1.0,1.0,0.096653,1,0.12,1,0.011012,0.668017,1.82759,0.0,0.0,1.414214,raw_sns,Raw SNS / no discipline,42
62,2041,1710,0,0.0,0.0,0.0,41,0,0,5,1.0,549.0,549.0,164700.0,164700.0,58.370909,0.106322,0.893678,0.004886,16.0,9.7e-05,164151.0,512.0,14.947273,0.934205,300.0,1.0,1.0,0.0972,1,0.12,1,0.010621,0.667087,1.826318,0.0,0.0,1.414214,raw_sns,Raw SNS / no discipline,42
63,2042,1671,0,0.0,0.0,0.0,39,0,0,3,1.0,520.0,520.0,156000.0,156000.0,55.650672,0.107021,0.892979,0.004559,16.0,0.000103,155480.0,512.0,15.019194,0.9387,300.0,1.0,1.0,0.09772,1,0.12,0,0.012067,0.654391,1.808854,0.0,0.0,1.414214,raw_sns,Raw SNS / no discipline,42
64,2043,1621,0,0.0,0.0,0.0,50,0,0,3,1.0,495.0,495.0,148500.0,148500.0,52.842742,0.106753,0.893247,0.004914,16.0,0.000108,148005.0,512.0,15.016129,0.938508,300.0,1.0,1.0,0.098387,1,0.12,2,0.015577,0.645405,1.796392,0.0,0.0,1.414214,raw_sns,Raw SNS / no discipline,42
65,2044,1589,0,0.0,0.0,0.0,32,0,0,3,1.0,458.0,458.0,137400.0,137400.0,48.588235,0.106088,0.893912,0.00354,16.0,0.000116,136942.0,512.0,15.230937,0.951934,300.0,1.0,1.0,0.098813,1,0.12,1,0.015344,0.639593,1.788286,0.0,0.0,1.414214,raw_sns,Raw SNS / no discipline,42
66,2045,1550,0,0.0,0.0,0.0,39,0,0,2,1.0,430.0,430.0,129000.0,129000.0,45.336427,0.105434,0.894566,0.00319,16.0,0.000124,128570.0,512.0,14.972158,0.93576,300.0,1.0,1.0,0.099333,1,0.12,0,0.014385,0.628531,1.772753,0.0,0.0,1.414214,raw_sns,Raw SNS / no discipline,42
67,2046,1524,0,0.0,0.0,0.0,26,0,0,2,1.0,398.0,398.0,119400.0,119400.0,42.646617,0.107152,0.892848,0.002976,16.0,0.000134,119002.0,512.0,14.982456,0.936404,300.0,1.0,1.0,0.09968,1,0.12,0,0.015725,0.624487,1.767042,0.0,0.0,1.414214,raw_sns,Raw SNS / no discipline,42
68,2047,1484,0,0.0,0.0,0.0,40,0,0,2,1.0,366.0,366.0,109800.0,109800.0,39.651226,0.108337,0.891663,0.003406,16.0,0.000146,109434.0,512.0,14.99455,0.937159,300.0,1.0,1.0,0.100213,1,0.12,1,0.015982,0.61545,1.754209,0.0,0.0,1.414214,raw_sns,Raw SNS / no discipline,42
