candidate,label,seed_count,final_ratio_mean,final_ratio_min,final_ratio_max,pre_shock_rmse,early_rmse,full_anchor_rmse,shape_score,late_births_per_population_mean,target_error,inside_target_band,error_1980,error_1990,error_2000,error_2010,error_2020,error_2070,birth_probability,pair_duration_mean,initial_pair_fraction,carrying_capacity,lifespan_mean
bp0.18_dur26_cap4500_life82,"birth=0.18, duration=26, cap=4500, life=82",3,0.5024527661702204,0.4860655737704918,0.5155737704918033,0.013596018664491616,0.0409751456253716,0.10523180545034777,0.25473678158426627,0.006015133333333333,0.2375472338297796,False,0.0,-0.01255637985091814,-0.019856397975967537,-0.04181840027329516,-0.07735122051596595,-0.24075333062104623,0.18,26.0,0.55,4500,82.0
bp0.26_dur26_cap4500_life82,"birth=0.26, duration=26, cap=4500, life=82",3,0.9406110790098766,0.8716490658001624,1.0048780487804878,0.03902022777343244,0.07068739400614117,0.1033026605620359,0.2566237455715801,0.009255366666666667,0.20061107900987663,False,0.0,0.040334419248670685,0.05354187032376223,0.07617121503482942,0.12045294518898715,0.19740498221861003,0.26,26.0,0.55,4500,82.0
bp0.18_dur26_cap4500_life86,"birth=0.18, duration=26, cap=4500, life=86",3,0.48659502074136224,0.4258804258804259,0.5225225225225225,0.009930607735109469,0.029827804725692502,0.10829815405261273,0.257371497226201,0.004436366666666666,0.25340497925863775,False,0.0,-0.0031184093897099383,-0.012962225987833179,-0.016905235510776013,-0.0615824093923556,-0.25661107604990435,0.18,26.0,0.55,4500,86.0
bp0.22_dur26_cap9000_life82,"birth=0.22, duration=26, cap=9000, life=82",3,0.9543619997581961,0.913469387755102,0.9780487804878049,0.041475774399401664,0.07655429638019536,0.1111810927463935,0.2757778149106381,0.00908835,0.21436199975819614,False,0.0,0.039519209634348774,0.05923891976429093,0.08077032497924375,0.1326403835109243,0.21115590296692954,0.22,26.0,0.55,9000,82.0
bp0.24_dur18_cap6000_life82,"birth=0.24, duration=18, cap=6000, life=82",3,0.966100580190247,0.9290953545232273,1.0155102040816326,0.0380226862974175,0.0773345834114792,0.11533425324557899,0.28638548089931193,0.008454383333333334,0.22610058019024704,False,0.0,0.03282077671558725,0.05612138936284731,0.08501741090376869,0.1350014803967244,0.22289448339898052,0.24,18.0,0.55,6000,82.0
bp0.18_dur18_cap4500_life82,"birth=0.18, duration=18, cap=4500, life=82",3,0.46954764674151467,0.46229508196721314,0.4803921568627451,0.01877357859473693,0.047814102954131577,0.12021137484495047,0.29129812868979177,0.005123750000000001,0.2704523532584853,False,0.0,-0.014739894198275186,-0.028860011898543814,-0.05328439998188661,-0.08638996182106536,-0.2736584500497519,0.18,18.0,0.55,4500,82.0
bp0.28_dur18_cap4500_life78,"birth=0.28, duration=18, cap=4500, life=78",3,0.9929609614055868,0.9829545454545454,1.0,0.030020616010705364,0.06868969301931838,0.12022345548872605,0.2982212059560082,0.009321516666666666,0.25296096140558677,False,0.0,0.03135096693038538,0.0393935444192998,0.07744086497658136,0.1206294397009983,0.2497548646143202,0.28,18.0,0.55,4500,78.0
bp0.22_dur18_cap9000_life82,"birth=0.22, duration=18, cap=9000, life=82",3,0.9807360753942098,0.9437652811735942,1.013877551020408,0.0372992347749196,0.08008863527903758,0.1215697145887718,0.30200422874515487,0.008480466666666667,0.24073607539420983,False,0.0,0.03282077671558725,0.0547630628211467,0.09071135453018386,0.13987688414019842,0.2375299786029432,0.22,18.0,0.55,9000,82.0
bp0.26_dur26_cap4500_life86,"birth=0.26, duration=26, cap=4500, life=86",3,0.977176187071317,0.9340390879478827,1.0414634146341464,0.04462505690210761,0.08253393372144119,0.12250507437457407,0.3029936182013135,0.008615366666666666,0.23717618707131705,False,0.0,0.04387873183957547,0.06358631855546786,0.10193543901830722,0.13236700597995643,0.23397009028005036,0.26,26.0,0.55,4500,86.0
bp0.18_dur26_cap6000_life78,"birth=0.18, duration=26, cap=6000, life=78",3,0.47627446607989016,0.44417077175697867,0.5163398692810458,0.03497138517388763,0.06726835166834881,0.1255388198895057,0.30785285060082224,0.005846616666666668,0.26372553392010983,False,0.0,-0.016855355289995932,-0.058054151168067815,-0.07075673309187736,-0.1173634724652514,-0.26693163071137643,0.18,26.0,0.55,6000,78.0
