candidate,label,seed_count,final_ratio_mean,final_ratio_min,final_ratio_max,pre_shock_rmse,early_rmse,full_anchor_rmse,shape_score,late_births_per_population_mean,target_error,inside_target_band,error_1980,error_1990,error_2000,error_2010,error_2020,error_2070,birth_probability,pair_duration_mean,initial_pair_fraction,carrying_capacity,lifespan_mean
bp0.24_dur26_cap6000_life86,"birth=0.24, duration=26, cap=6000, life=86",3,0.980428660964134,0.9283387622149837,1.0504065040650405,0.04793416064849915,0.09109268161723001,0.12829753783272665,0.3168313795277161,0.008413533333333332,0.24042866096413396,False,0.0,0.047678948994841486,0.06792633426832866,0.11522207514199745,0.1453910254709657,0.23722256417286744,0.24,26.0,0.55,6000,86.0
bp0.28_dur26_cap4500_life78,"birth=0.28, duration=26, cap=4500, life=78",3,1.0326076013186098,0.9641693811074918,1.0852272727272727,0.022530352778680724,0.0575760869750043,0.12968030285500465,0.3191661687455628,0.010681483333333333,0.29260760131860986,False,0.0,0.02597251922805414,0.027897382637431578,0.066600862352363,0.10266523984740956,0.2894015045273434,0.28,26.0,0.55,4500,78.0
bp0.24_dur18_cap6000_life86,"birth=0.24, duration=18, cap=6000, life=86",3,0.9815237515759402,0.9315960912052117,1.0145985401459854,0.04934855262022697,0.09486099533237707,0.13031479035875884,0.32222241264601176,0.008160966666666667,0.2415237515759402,False,0.0,0.04503477316899551,0.07250417801229148,0.11831725570972096,0.15359850157142488,0.23831765478467357,0.24,18.0,0.55,6000,86.0
bp0.22_dur18_cap9000_life86,"birth=0.22, duration=18, cap=9000, life=86",3,0.9813278094100868,0.9505271695052717,1.0089285714285714,0.048683103259035826,0.0951965549873582,0.1306813204854289,0.32274264143099096,0.007820983333333335,0.2413278094100868,False,0.0,0.04503477316899551,0.07115246133210758,0.11048169837673145,0.16091954927027521,0.2381217126188201,0.22,18.0,0.55,9000,86.0
bp0.18_dur26_cap4500_life78,"birth=0.18, duration=26, cap=4500, life=78",3,0.47370099222256395,0.44819078947368424,0.48896156991005724,0.044641137410743874,0.07984885287854607,0.13228337760047706,0.32531952114810464,0.006091416666666666,0.26629900777743604,False,0.0,-0.03242792734293346,-0.0700683264102903,-0.08742752309425483,-0.1348828898396085,-0.2695051045687026,0.18,26.0,0.55,4500,78.0
bp0.26_dur18_cap6000_life78,"birth=0.26, duration=18, cap=6000, life=78",3,1.0295596762144317,0.9886086248982913,1.0773615635179152,0.02942729381252303,0.07466492818995488,0.13564177507333644,0.3364203093230185,0.009899816666666667,0.2895596762144317,False,0.0,0.03239204846924667,0.03878172638138174,0.08576536927161782,0.13326664217968465,0.28635357942316503,0.26,18.0,0.55,6000,78.0
bp0.18_dur18_cap4500_life78,"birth=0.18, duration=18, cap=4500, life=78",3,0.4263219845832645,0.4049382716049383,0.45461978740801307,0.03682296457698847,0.07884829290656353,0.14846695761674292,0.36444218500503334,0.005185016666666666,0.3136780154167355,False,0.0,-0.02914807247858553,-0.056638513367636145,-0.08442247821407844,-0.14012464359569485,-0.3168841122080021,0.18,18.0,0.55,4500,78.0
bp0.22_dur26_cap9000_life86,"birth=0.22, duration=26, cap=9000, life=86",3,1.027105126100121,0.9845276872964169,1.0723577235772357,0.05259994765989631,0.10184027902116753,0.14896620417995185,0.368898976495888,0.008570183333333333,0.28710512610012096,False,0.0,0.04605028449972748,0.07851265348656966,0.12825094973041762,0.1638403956324197,0.2838990293088543,0.22,26.0,0.55,9000,86.0
bp0.24_dur18_cap9000_life78,"birth=0.24, duration=18, cap=9000, life=78",3,1.0716200576858221,1.0138323840520749,1.1734527687296417,0.028938207021867293,0.075302361139591,0.15110746108547643,0.37339426078308074,0.009997149999999998,0.33162005768582214,False,0.0,0.031037692147051137,0.036899457778428145,0.08551088528310768,0.13545955791977438,0.3284139608945556,0.24,18.0,0.55,9000,78.0
bp0.28_dur18_cap4500_life86,"birth=0.28, duration=18, cap=4500, life=86",3,1.0272331078959072,0.9039869812855981,1.1193181818181819,0.058166055232198775,0.1132960961366446,0.15612460201884404,0.3847132280692811,0.008189833333333332,0.28723310789590717,False,0.0,0.0571906444251243,0.08275327961068224,0.13695004341927883,0.1870948477040122,0.28402701110464057,0.28,18.0,0.55,4500,86.0
bp0.28_dur18_cap4500_life82,"birth=0.28, duration=18, cap=4500, life=82",3,1.0590617645123643,1.0399348003259983,1.0926076360682373,0.045582487839262054,0.09449791478888721,0.15550615311664998,0.38591047146449753,0.009629433333333335,0.31906176451236434,False,0.0,0.04782493075652409,0.06260979977192838,0.11171780529347441,0.16057962793270794,0.3158556677210977,0.28,18.0,0.55,4500,82.0
bp0.28_dur26_cap4500_life82,"birth=0.28, duration=26, cap=4500, life=82",3,1.0587272867938993,1.0235389610389611,1.0965909090909092,0.05491146417806673,0.10029686307059665,0.1581881536338222,0.39277444433371933,0.009626533333333331,0.3187272867938993,False,0.0,0.05473363219804117,0.0770212750874335,0.10930412600871413,0.17082682522829748,0.31552119000263273,0.28,26.0,0.55,4500,82.0
bp0.26_dur26_cap6000_life78,"birth=0.26, duration=26, cap=6000, life=78",3,1.0996696635965042,1.0382424735557363,1.147130153597413,0.02772203559075417,0.0738434563816554,0.16078730716618578,0.3960047312506794,0.010138233333333333,0.3596696635965042,False,0.0,0.03327834377610336,0.03388763044206892,0.08204499257174125,0.1343276370745936,0.35646356680523766,0.26,26.0,0.55,6000,78.0
bp0.24_dur26_cap9000_life78,"birth=0.24, duration=26, cap=9000, life=78",3,1.1073570639780541,1.097640358014646,1.1241883116883118,0.024910947293751772,0.07126122308697012,0.16263784549176877,0.39976229479602343,0.010168783333333334,0.3673570639780541,False,0.0,0.027605459147268085,0.03255912495830652,0.07773416804174398,0.13163597786721323,0.3641509671867875,0.24,26.0,0.55,9000,78.0
bp0.26_dur18_cap6000_life82,"birth=0.26, duration=18, cap=6000, life=82",3,1.0691712096215993,1.0356853203568532,1.119838056680162,0.05155691653918887,0.10017202043645403,0.1615152387355689,0.40122985887370904,0.008903283333333333,0.3291712096215993,False,0.0,0.050011542962652124,0.07386142767843736,0.11095785654082357,0.1726895359555416,0.32596511283033264,0.26,18.0,0.55,6000,82.0
bp0.28_dur26_cap4500_life86,"birth=0.28, duration=26, cap=4500, life=86",3,1.0773467655085345,1.0545158665581773,1.1213355048859934,0.051114562842451444,0.10281698913266761,0.1657638556827844,0.4115499802865523,0.009279933333333332,0.3373467655085345,False,0.0,0.048244985692597574,0.07338607428434456,0.13047938880449728,0.16715791576372788,0.33414066871726805,0.28,26.0,0.55,4500,86.0
bp0.26_dur26_cap6000_life82,"birth=0.26, duration=26, cap=6000, life=82",3,1.0901178620594028,1.0429845904298458,1.1186027619821284,0.05040134393157503,0.10411193959367314,0.17072233557337066,0.4238652212983269,0.009499866666666667,0.35011786205940276,False,0.0,0.045505305363634806,0.07427966083256961,0.1208858834998267,0.1783387291395592,0.3469117652681361,0.26,26.0,0.55,6000,82.0
bp0.26_dur26_cap6000_life86,"birth=0.26, duration=26, cap=6000, life=86",3,1.0955233592099718,1.015472312703583,1.1791530944625408,0.05289026449409611,0.10521728161055406,0.17307672302373947,0.4297513638366409,0.010016883333333332,0.3555233592099718,False,0.0,0.047430653445040605,0.07772564575166219,0.13210783243379964,0.17122913526988967,0.3523172624187052,0.26,26.0,0.55,6000,86.0
bp0.26_dur18_cap6000_life86,"birth=0.26, duration=18, cap=6000, life=86",3,1.087685566833426,1.0625,1.1289537712895377,0.0623264031417366,0.1240106392454856,0.1805481122354712,0.4473988750862984,0.008377116666666665,0.347685566833426,False,0.0,0.059900458527278655,0.0895296822021056,0.1537456477422777,0.20364014579497072,0.34447947004215945,0.26,18.0,0.55,6000,86.0
bp0.24_dur18_cap9000_life82,"birth=0.24, duration=18, cap=9000, life=82",3,1.1146056090991525,1.09910641754671,1.1360323886639676,0.053932314850921925,0.11276703620967198,0.18333660682235786,0.4552146885291881,0.009018633333333333,0.3746056090991525,False,0.0,0.049199195277843076,0.07927180535851693,0.12502098498930936,0.19783676252042878,0.371399512307886,0.24,18.0,0.55,9000,82.0
bp0.24_dur18_cap9000_life86,"birth=0.24, duration=18, cap=9000, life=86",3,1.1054756086122457,1.0056956875508543,1.1792376317923763,0.06234967463841049,0.12642816410603205,0.1879902459458284,0.4655491733314753,0.00844025,0.3654756086122457,False,0.0,0.05637741792918738,0.09195748651471332,0.15590883115705725,0.20930524195891467,0.3622695118209791,0.24,18.0,0.55,9000,86.0
bp0.28_dur18_cap6000_life78,"birth=0.28, duration=18, cap=6000, life=78",3,1.1825001695577058,1.11084142394822,1.280130293159609,0.03487069465684858,0.09035013894288495,0.1975808019059074,0.486593490891924,0.01113085,0.44250016955770577,False,0.0,0.038712018693204474,0.04585808559007135,0.09954882203606392,0.16459200930033227,0.4392940727664391,0.28,18.0,0.55,6000,78.0
bp0.24_dur26_cap9000_life86,"birth=0.24, duration=26, cap=9000, life=86",3,1.1671715659121007,1.0993485342019544,1.262214983713355,0.05713461688949543,0.11645249577445116,0.20321275023015828,0.504137905017047,0.0097489,0.4271715659121007,False,0.0,0.048244985692597574,0.08614041230975127,0.14269216385973582,0.1937552394001687,0.4239654691208341,0.24,26.0,0.55,9000,86.0
bp0.24_dur26_cap9000_life82,"birth=0.24, duration=26, cap=9000, life=82",3,1.2123780154022317,1.1478472786352558,1.2905844155844155,0.06030712679391748,0.12142532339746857,0.22144246979792306,0.5487004700471403,0.010128,0.4723780154022317,False,0.0,0.05741644120856434,0.0867251168962045,0.13252074699834626,0.21215799040876035,0.469171918610965,0.24,26.0,0.55,9000,82.0
bp0.28_dur18_cap6000_life82,"birth=0.28, duration=18, cap=6000, life=82",3,1.2078864285732631,1.1311343523732904,1.2536585365853659,0.0680240801146717,0.14183909725875585,0.2297495142788929,0.5700720515095914,0.009361666666666666,0.4678864285732631,False,0.0,0.06487707871210913,0.09810389430727369,0.1523814365216445,0.2518160083467758,0.4646803317819967,0.28,18.0,0.55,6000,82.0
bp0.28_dur26_cap6000_life82,"birth=0.28, duration=26, cap=6000, life=82",3,1.2554160106165317,1.1908212560386473,1.3260340632603407,0.0651484940674084,0.13429286286744616,0.24239987787959164,0.6008275303384422,0.010427916666666667,0.5154160106165318,False,0.0,0.05940624406596943,0.09555237169767383,0.15437395404381626,0.23135180593944674,0.5122099138252652,0.28,26.0,0.55,6000,82.0
bp0.26_dur18_cap9000_life78,"birth=0.26, duration=18, cap=9000, life=78",3,1.285087805243091,1.2230332522303324,1.3276699029126213,0.04253888817199355,0.11249679278093433,0.2441493487591423,0.6010658459663885,0.01068105,0.545087805243091,False,0.0,0.04762060577168555,0.05583729289512259,0.11951174650068593,0.20778414067031692,0.5418817084518244,0.26,18.0,0.55,9000,78.0
bp0.28_dur18_cap6000_life86,"birth=0.28, duration=18, cap=6000, life=86",3,1.2530725251185653,1.226829268292683,1.285024154589372,0.06598719845218713,0.14109383944596565,0.24484292939263427,0.6071995715363911,0.009858100000000002,0.5130725251185653,False,0.0,0.06112632300682863,0.0964936426739141,0.17294111299110315,0.23756137191530194,0.5098664283272989,0.28,18.0,0.55,6000,86.0
bp0.26_dur26_cap9000_life78,"birth=0.26, duration=26, cap=9000, life=78",3,1.3008825856227948,1.229521492295215,1.396928051738076,0.04168831021629099,0.10701820722013995,0.24824087327600755,0.6089458215025099,0.011491333333333334,0.5608825856227948,False,0.0,0.04616474654420381,0.052127763934185646,0.11862881377469026,0.19465205763116397,0.5576764888315282,0.26,26.0,0.55,9000,78.0
bp0.28_dur26_cap6000_life78,"birth=0.28, duration=26, cap=6000, life=78",3,1.3115518652826754,1.2294548413344182,1.3718674211802748,0.041922821734351724,0.11225924627212318,0.2538848932039352,0.6238552605493652,0.011276283333333333,0.5715518652826754,False,0.0,0.0462333862020358,0.05518910838890386,0.11902109885398919,0.2082808041356079,0.5683457684914088,0.28,26.0,0.55,6000,78.0
bp0.26_dur18_cap9000_life82,"birth=0.26, duration=18, cap=9000, life=82",3,1.2859771439030163,1.2574898785425102,1.314262691377921,0.06420440093129975,0.1413983016578495,0.25661595798718456,0.6356532561820798,0.009749783333333335,0.5459771439030163,False,0.0,0.06251205779112394,0.09194470092079225,0.1543469943090714,0.252423183556882,0.5427710471117497,0.26,18.0,0.55,9000,82.0
bp0.28_dur26_cap6000_life86,"birth=0.28, duration=26, cap=6000, life=86",3,1.3109166435646866,1.2829268292682927,1.3422546634225467,0.07581681461733535,0.15608094936462055,0.27208990893788015,0.6746089427436889,0.009743366666666668,0.5709166435646866,False,0.0,0.0665770428759936,0.11297946407855079,0.18758951710058955,0.2630451541342025,0.5677105467734201,0.28,26.0,0.55,6000,86.0
bp0.26_dur18_cap9000_life86,"birth=0.26, duration=18, cap=9000, life=86",3,1.3164575768480224,1.275609756097561,1.3517017828200972,0.07343619460058502,0.1576681993642963,0.27482668776146296,0.6813066257086964,0.009387816666666665,0.5764575768480225,False,0.0,0.06731158125749144,0.10778652488570195,0.19204477153965308,0.2666182210329758,0.5732514800567559,0.26,18.0,0.55,9000,86.0
bp0.26_dur26_cap9000_life82,"birth=0.26, duration=26, cap=9000, life=82",3,1.3461704810805903,1.293927125506073,1.419302514193025,0.06618470041546252,0.14187777480017963,0.27817284110935553,0.6876664127497855,0.011019883333333334,0.6061704810805904,False,0.0,0.059952807767087224,0.09768358864067432,0.15676790828931297,0.2507312275214551,0.6029643842893238,0.26,26.0,0.55,9000,82.0
bp0.26_dur26_cap9000_life86,"birth=0.26, duration=26, cap=9000, life=86",3,1.405425118957279,1.3626016260162601,1.4736415247364152,0.07781052261338574,0.16452092171602065,0.3092695897188423,0.7653728404844973,0.010037283333333332,0.6654251189572791,False,0.0,0.0695397440005893,0.11542965960205127,0.1962013236601375,0.2802890358363926,0.6622190221660127,0.26,26.0,0.55,9000,86.0
bp0.28_dur18_cap9000_life78,"birth=0.28, duration=18, cap=9000, life=78",3,1.4338801613402357,1.412621359223301,1.4546191247974067,0.057733813868059536,0.145854938094024,0.3122317945683842,0.7685630788090201,0.011411250000000003,0.6938801613402357,False,0.0,0.06157639110667438,0.07841423353601451,0.16317799494343319,0.26361393399398575,0.6906740645489693,0.28,18.0,0.55,9000,78.0
bp0.28_dur18_cap9000_life82,"birth=0.28, duration=18, cap=9000, life=82",3,1.5012181406470153,1.3601933924254634,1.5871857258718574,0.07514699115625582,0.17720435485235117,0.3492783522335903,0.8627906886963613,0.011088350000000002,0.7612181406470153,False,0.0,0.06293893170731131,0.11365648583543002,0.20323773670427658,0.31421803099105267,0.7580120438557486,0.28,18.0,0.55,9000,82.0
bp0.28_dur18_cap9000_life86,"birth=0.28, duration=18, cap=9000, life=86",3,1.508703226405223,1.4939271255060729,1.534621578099839,0.0933492370144348,0.19859482993192004,0.36137109818969987,0.8946688338412514,0.010065783333333333,0.7687032264052229,False,0.0,0.08484041329590848,0.137444871354205,0.23272811908992805,0.3418494637405464,0.765497129613956,0.28,18.0,0.55,9000,86.0
bp0.28_dur26_cap9000_life82,"birth=0.28, duration=26, cap=9000, life=82",3,1.5655480046758516,1.4785425101214575,1.7205169628432957,0.08229867391715039,0.17918805777362437,0.3735460351398472,0.9207110808079912,0.012491750000000001,0.8255480046758517,False,0.0,0.0770079500640326,0.11975625056199231,0.19788379297629274,0.3175446182640919,0.822341907884585,0.28,26.0,0.55,9000,82.0
bp0.28_dur26_cap9000_life78,"birth=0.28, duration=26, cap=9000, life=78",3,1.5960997138285833,1.4824,1.7396928051738076,0.06164307521009157,0.15959737363469953,0.37762830984477147,0.9253761969850878,0.01279155,0.8560997138285833,False,0.0,0.06743686682251826,0.08195126392820347,0.1742764302091683,0.29199637424625097,0.8528936170373166,0.28,26.0,0.55,9000,78.0
bp0.28_dur26_cap9000_life86,"birth=0.28, duration=26, cap=9000, life=86",3,1.6150951190616387,1.579203899268887,1.643317230273752,0.09027533922577853,0.19269064574754027,0.39705307342607393,0.9791186172675486,0.011444050000000002,0.8750951190616387,False,0.0,0.08444839401675337,0.13117817088776906,0.22545693307216105,0.33201874835047174,0.871889022270372,0.28,26.0,0.55,9000,86.0
