experiment,variant,label,seed,start_population,peak_population,peak_year,final_population,final_ratio,min_ratio,half_population_year,late_unmatched_mean,late_births_per_eligible_mean,late_selected_actionable_mean,late_phantom_share_mean,late_visibility_action_gap_mean,late_action_coverage_mean,late_candidate_pool_multiplier_mean,late_mean_selection_quota,condition,selection_mode,top_k,selectivity_mean,max_candidate_pool_multiplier,action_radius,protected_slots,reserve_fraction,learning,final_mean_region_reserve,final_max_region_reserve
e_reserve_threshold_robustness,topk_32_slots_2,"top-k 32, protected slots 2",0,1221.0,1423.0,2012,844.0,0.6912366912366913,0.6543816543816544,,0.2851009,0.03902136666666667,0.06032173333333333,0.9396357333333331,0.8662789999999999,0.133721,300.0,32.0,,,32.0,,,,2.0,0.0625,,,
e_reserve_threshold_robustness,topk_32_slots_2,"top-k 32, protected slots 2",1,1219.0,1361.0,2005,809.0,0.6636587366694011,0.660377358490566,,0.29984616666666664,0.0335866,0.05908996666666667,0.9408914333333335,0.8518486333333334,0.14815136666666667,300.0,32.0,,,32.0,,,,2.0,0.0625,,,
e_reserve_threshold_robustness,topk_32_slots_2,"top-k 32, protected slots 2",2,1218.0,1380.0,2010,927.0,0.7610837438423645,0.7110016420361248,,0.2960805,0.0367541,0.06110143333333334,0.9388985666666667,0.8784514,0.12154859999999999,300.0,32.0,,,32.0,,,,2.0,0.0625,,,
e_reserve_threshold_robustness,topk_32_slots_4,"top-k 32, protected slots 4",0,1221.0,1440.0,2017,1282.0,1.0499590499590499,0.954954954954955,,0.21547946666666667,0.035794400000000004,0.11081089999999999,0.8891891000000001,0.8745676666666669,0.1254323333333333,300.0,32.0,,,32.0,,,,4.0,0.125,,,
e_reserve_threshold_robustness,topk_32_slots_4,"top-k 32, protected slots 4",1,1219.0,1361.0,2005,1149.0,0.9425758818703855,0.9286300246103364,,0.24226329999999996,0.03472489999999999,0.10655416666666669,0.8934458333333335,0.8610620333333333,0.13893796666666666,300.0,32.0,,,32.0,,,,4.0,0.125,,,
e_reserve_threshold_robustness,topk_32_slots_4,"top-k 32, protected slots 4",2,1218.0,1414.0,2084,1201.0,0.9860426929392446,0.9860426929392446,,0.2346709333333333,0.034609733333333344,0.10336483333333332,0.8966351666666666,0.8692527,0.13074729999999998,300.0,32.0,,,32.0,,,,4.0,0.125,,,
e_reserve_threshold_robustness,topk_32_slots_8,"top-k 32, protected slots 8",0,1221.0,1443.0,2017,1371.0,1.1228501228501229,0.9836199836199836,,0.19459626666666668,0.03518046666666666,0.15629626666666668,0.8437037333333332,0.8656372,0.1343628,300.0,32.0,,,32.0,,,,8.0,0.25,,,
e_reserve_threshold_robustness,topk_32_slots_8,"top-k 32, protected slots 8",1,1219.0,1373.0,2023,1306.0,1.0713699753896637,1.0,,0.22463093333333334,0.033292133333333335,0.15260023333333336,0.8473554333333334,0.8688025333333335,0.13119746666666668,300.0,32.0,,,32.0,,,,8.0,0.25,,,
e_reserve_threshold_robustness,topk_32_slots_8,"top-k 32, protected slots 8",2,1218.0,1415.0,2058,1243.0,1.0205254515599342,1.0,,0.20844640000000003,0.03511683333333333,0.1330564,0.8669436333333336,0.8710128666666666,0.12898713333333334,300.0,32.0,,,32.0,,,,8.0,0.25,,,
e_reserve_threshold_robustness,topk_32_slots_16,"top-k 32, protected slots 16",0,1221.0,1448.0,2017,1365.0,1.117936117936118,0.9778869778869779,,0.19234883333333336,0.035671800000000004,0.15506443333333333,0.8449355666666666,0.8748395333333334,0.12516046666666666,300.0,32.0,,,32.0,,,,16.0,0.5,,,
e_reserve_threshold_robustness,topk_32_slots_16,"top-k 32, protected slots 16",1,1219.0,1380.0,2020,1217.0,0.9983593109105825,0.9975389663658737,,0.20442986666666668,0.033246200000000004,0.1494725,0.8505275,0.8713303,0.1286697,300.0,32.0,,,32.0,,,,16.0,0.5,,,
e_reserve_threshold_robustness,topk_32_slots_16,"top-k 32, protected slots 16",2,1218.0,1408.0,2034,1248.0,1.0246305418719213,1.0,,0.2072459,0.034178966666666664,0.13635283333333334,0.8636471333333333,0.8755174666666666,0.12448253333333334,300.0,32.0,,,32.0,,,,16.0,0.5,,,
e_reserve_threshold_robustness,topk_32_slots_32,"top-k 32, protected slots 32",0,1221.0,1448.0,2017,1365.0,1.117936117936118,0.9778869778869779,,0.19234883333333336,0.035671800000000004,0.15506443333333333,0.8449355666666666,0.8748395333333334,0.12516046666666666,300.0,32.0,,,32.0,,,,32.0,1.0,,,
e_reserve_threshold_robustness,topk_32_slots_32,"top-k 32, protected slots 32",1,1219.0,1380.0,2020,1217.0,0.9983593109105825,0.9975389663658737,,0.20442986666666668,0.033246200000000004,0.1494725,0.8505275,0.8713303,0.1286697,300.0,32.0,,,32.0,,,,32.0,1.0,,,
e_reserve_threshold_robustness,topk_32_slots_32,"top-k 32, protected slots 32",2,1218.0,1408.0,2034,1248.0,1.0246305418719213,1.0,,0.2072459,0.034178966666666664,0.13635283333333334,0.8636471333333333,0.8755174666666666,0.12448253333333334,300.0,32.0,,,32.0,,,,32.0,1.0,,,
e_reserve_threshold_robustness,topk_64_slots_0,"top-k 64, protected slots 0",0,1221.0,1415.0,2009,21.0,0.0171990171990172,0.0171990171990172,2061.0,0.49351913333333336,0.008461533333333333,0.0109933,0.48891986666666665,0.0022222333333333333,0.4977777666666667,300.0,32.0,,,64.0,,,,0.0,0.0,,,
e_reserve_threshold_robustness,topk_64_slots_0,"top-k 64, protected slots 0",1,1219.0,1361.0,2005,50.0,0.04101722723543889,0.03691550451189499,2059.0,0.19633003333333335,0.05012680000000001,0.0134983,0.6198350333333332,0.0,0.6333333333333333,300.0,40.53333333333333,,,64.0,,,,0.0,0.0,,,
e_reserve_threshold_robustness,topk_64_slots_0,"top-k 64, protected slots 0",2,1218.0,1376.0,2010,21.0,0.017241379310344827,0.017241379310344827,2060.0,0.6261113333333335,0.03425926666666667,0.007095633333333335,0.9144246666666667,0.47301603333333336,0.46031729999999993,300.0,59.733333333333334,,,64.0,,,,0.0,0.0,,,
e_reserve_threshold_robustness,topk_64_slots_1,"top-k 64, protected slots 1",0,1221.0,1424.0,2010,169.0,0.13841113841113842,0.1162981162981163,2067.0,0.24387623333333333,0.04458680000000001,0.009167166666666667,0.9860964333333334,0.8585227999999999,0.14147720000000003,300.0,64.0,,,64.0,,,,1.0,0.015625,,,
e_reserve_threshold_robustness,topk_64_slots_1,"top-k 64, protected slots 1",1,1219.0,1361.0,2005,219.0,0.17965545529122232,0.15668580803937654,2069.0,0.3223164333333333,0.04187423333333334,0.013731100000000003,0.9742444000000001,0.756491,0.243509,300.0,64.0,,,64.0,,,,1.0,0.015625,,,
e_reserve_threshold_robustness,topk_64_slots_1,"top-k 64, protected slots 1",2,1218.0,1379.0,2010,340.0,0.2791461412151067,0.26929392446633826,2073.0,0.44142973333333324,0.03271613333333333,0.0152105,0.9814020333333334,0.7524015333333335,0.24759846666666668,300.0,64.0,,,64.0,,,,1.0,0.015625,,,
e_reserve_threshold_robustness,topk_64_slots_2,"top-k 64, protected slots 2",0,1221.0,1426.0,2012,896.0,0.7338247338247338,0.674037674037674,,0.27717049999999993,0.04211463333333333,0.030013,0.9696702666666667,0.8850028666666666,0.11499713333333332,300.0,64.0,,,64.0,,,,2.0,0.03125,,,
e_reserve_threshold_robustness,topk_64_slots_2,"top-k 64, protected slots 2",1,1219.0,1361.0,2005,842.0,0.6907301066447908,0.6874487284659557,,0.34078460000000005,0.03360716666666667,0.0302579,0.9686375666666667,0.8533619333333334,0.14663806666666668,300.0,64.0,,,64.0,,,,2.0,0.03125,,,
e_reserve_threshold_robustness,topk_64_slots_2,"top-k 64, protected slots 2",2,1218.0,1380.0,2010,840.0,0.6896551724137931,0.6789819376026273,,0.34267723333333333,0.03411596666666667,0.0301924,0.9696804666666665,0.8452000333333333,0.1547999666666667,300.0,64.0,,,64.0,,,,2.0,0.03125,,,
e_reserve_threshold_robustness,topk_64_slots_4,"top-k 64, protected slots 4",0,1221.0,1442.0,2017,1254.0,1.027027027027027,0.9213759213759214,,0.23633886666666667,0.03555876666666667,0.055949266666666664,0.9420751333333333,0.8764488666666668,0.12355113333333331,300.0,64.0,,,64.0,,,,4.0,0.0625,,,
e_reserve_threshold_robustness,topk_64_slots_4,"top-k 64, protected slots 4",1,1219.0,1361.0,2005,1159.0,0.9507793273174734,0.9351927809680065,,0.24723810000000002,0.03439693333333333,0.05549923333333333,0.9433357000000002,0.8507689666666666,0.14923103333333332,300.0,64.0,,,64.0,,,,4.0,0.0625,,,
e_reserve_threshold_robustness,topk_64_slots_4,"top-k 64, protected slots 4",2,1218.0,1414.0,2084,1201.0,0.9860426929392446,0.9860426929392446,,0.2346709333333333,0.034609733333333344,0.05168246666666666,0.9482754666666667,0.8692527,0.13074729999999998,300.0,64.0,,,64.0,,,,4.0,0.0625,,,
e_reserve_threshold_robustness,topk_64_slots_8,"top-k 64, protected slots 8",0,1221.0,1443.0,2017,1343.0,1.0999180999181,0.9541359541359541,,0.19741213333333332,0.03668026666666667,0.0758696,0.9234986999999999,0.8718800333333334,0.12811996666666667,300.0,64.0,,,64.0,,,,8.0,0.125,,,
e_reserve_threshold_robustness,topk_64_slots_8,"top-k 64, protected slots 8",1,1219.0,1373.0,2023,1306.0,1.0713699753896637,1.0,,0.22463093333333334,0.033292133333333335,0.07630013333333335,0.9232430666666667,0.8688025333333335,0.13119746666666668,300.0,64.0,,,64.0,,,,8.0,0.125,,,
e_reserve_threshold_robustness,topk_64_slots_8,"top-k 64, protected slots 8",2,1218.0,1415.0,2058,1243.0,1.0205254515599342,1.0,,0.20844640000000003,0.03511683333333333,0.06652806666666665,0.9333555333333334,0.8710128666666666,0.12898713333333334,300.0,64.0,,,64.0,,,,8.0,0.125,,,
e_reserve_threshold_robustness,topk_64_slots_16,"top-k 64, protected slots 16",0,1221.0,1448.0,2017,1365.0,1.117936117936118,0.9778869778869779,,0.19234883333333336,0.035671800000000004,0.0775322,0.9221253666666667,0.8748395333333334,0.12516046666666666,300.0,64.0,,,64.0,,,,16.0,0.25,,,
e_reserve_threshold_robustness,topk_64_slots_16,"top-k 64, protected slots 16",1,1219.0,1380.0,2020,1217.0,0.9983593109105825,0.9975389663658737,,0.20442986666666668,0.033246200000000004,0.07473620000000002,0.9252638,0.8713303,0.1286697,300.0,64.0,,,64.0,,,,16.0,0.25,,,
e_reserve_threshold_robustness,topk_64_slots_16,"top-k 64, protected slots 16",2,1218.0,1408.0,2034,1248.0,1.0246305418719213,1.0,,0.2072459,0.034178966666666664,0.06817636666666667,0.9314890666666665,0.8755174666666666,0.12448253333333334,300.0,64.0,,,64.0,,,,16.0,0.25,,,
e_reserve_threshold_robustness,topk_64_slots_32,"top-k 64, protected slots 32",0,1221.0,1448.0,2017,1365.0,1.117936117936118,0.9778869778869779,,0.19234883333333336,0.035671800000000004,0.0775322,0.9221253666666667,0.8748395333333334,0.12516046666666666,300.0,64.0,,,64.0,,,,32.0,0.5,,,
e_reserve_threshold_robustness,topk_64_slots_32,"top-k 64, protected slots 32",1,1219.0,1380.0,2020,1217.0,0.9983593109105825,0.9975389663658737,,0.20442986666666668,0.033246200000000004,0.07473620000000002,0.9252638,0.8713303,0.1286697,300.0,64.0,,,64.0,,,,32.0,0.5,,,
e_reserve_threshold_robustness,topk_64_slots_32,"top-k 64, protected slots 32",2,1218.0,1408.0,2034,1248.0,1.0246305418719213,1.0,,0.2072459,0.034178966666666664,0.06817636666666667,0.9314890666666665,0.8755174666666666,0.12448253333333334,300.0,64.0,,,64.0,,,,32.0,0.5,,,
f_cultural_overconstraint,reserve_0_0000,Reserve fraction 0.0000,0,1221.0,1410.0,2010,0.0,0.0,0.0,2059.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,,,,,,,,0.0,,,
f_cultural_overconstraint,reserve_0_0000,Reserve fraction 0.0000,1,1219.0,1361.0,2005,0.0,0.0,0.0,2055.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,,,,,,,,0.0,,,
f_cultural_overconstraint,reserve_0_0000,Reserve fraction 0.0000,2,1218.0,1375.0,2010,0.0,0.0,0.0,2059.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,,,,,,,,0.0,,,
f_cultural_overconstraint,reserve_0_0625,Reserve fraction 0.0625,0,1221.0,1410.0,2010,284.0,0.2325962325962326,0.1941031941031941,2068.0,0.36610060000000005,0.03659796666666666,0.058886,0.941114,0.6158320666666667,0.3841679333333334,300.0,16.0,,,,,,,,0.0625,,,
f_cultural_overconstraint,reserve_0_0625,Reserve fraction 0.0625,1,1219.0,1361.0,2005,222.0,0.18211648892534865,0.14273995077932733,2066.0,0.2988821,0.035565066666666666,0.055448066666666664,0.9445519333333333,0.662753,0.33724699999999996,300.0,16.0,,,,,,,,0.0625,,,
f_cultural_overconstraint,reserve_0_0625,Reserve fraction 0.0625,2,1218.0,1375.0,2010,313.0,0.2569786535303777,0.24466338259441708,2070.0,0.3719048999999999,0.033524533333333335,0.05874813333333332,0.9412518666666667,0.7298993333333332,0.2701006666666667,300.0,16.0,,,,,,,,0.0625,,,
f_cultural_overconstraint,reserve_0_1250,Reserve fraction 0.1250,0,1221.0,1428.0,2012,829.0,0.678951678951679,0.6683046683046683,,0.33462839999999994,0.035642700000000006,0.12149633333333336,0.8785036666666667,0.8346440666666666,0.16535593333333332,300.0,16.0,,,,,,,,0.125,,,
f_cultural_overconstraint,reserve_0_1250,Reserve fraction 0.1250,1,1219.0,1361.0,2005,837.0,0.6866283839212469,0.6866283839212469,,0.38622583333333327,0.029927366666666667,0.12223726666666666,0.8777627333333334,0.8402237333333334,0.1597762666666667,300.0,16.0,,,,,,,,0.125,,,
f_cultural_overconstraint,reserve_0_1250,Reserve fraction 0.1250,2,1218.0,1382.0,2010,824.0,0.6765188834154351,0.6748768472906403,,0.35330599999999995,0.031114633333333332,0.12197063333333331,0.8780294000000002,0.8524870333333335,0.14751296666666666,300.0,16.0,,,,,,,,0.125,,,
f_cultural_overconstraint,reserve_0_2500,Reserve fraction 0.2500,0,1221.0,1446.0,2017,1249.0,1.022932022932023,0.9254709254709255,,0.2319474333333333,0.03624993333333333,0.2197774,0.7802225999999999,0.8650261333333332,0.13497386666666664,300.0,16.0,,,,,,,,0.25,,,
f_cultural_overconstraint,reserve_0_2500,Reserve fraction 0.2500,1,1219.0,1361.0,2005,1209.0,0.9917965545529123,0.9614438063986874,,0.24744123333333334,0.03189306666666667,0.22947356666666668,0.7705264333333334,0.8401635000000002,0.15983650000000002,300.0,16.0,,,,,,,,0.25,,,
f_cultural_overconstraint,reserve_0_2500,Reserve fraction 0.2500,2,1218.0,1399.0,2023,1186.0,0.9737274220032841,0.9720853858784894,,0.23854479999999997,0.0331748,0.2172071,0.7827929,0.8526056999999999,0.1473943,300.0,16.0,,,,,,,,0.25,,,
f_cultural_overconstraint,reserve_0_5000,Reserve fraction 0.5000,0,1221.0,1440.0,2017,1325.0,1.0851760851760852,0.9606879606879607,,0.20253646666666664,0.037324133333333336,0.25684296666666667,0.7431570333333333,0.8867366,0.11326340000000003,300.0,16.0,,,,,,,,0.5,,,
f_cultural_overconstraint,reserve_0_5000,Reserve fraction 0.5000,1,1219.0,1366.0,2016,1237.0,1.014766201804758,0.9958982772764561,,0.21404223333333333,0.0328744,0.30064660000000004,0.6993534000000001,0.8656895333333332,0.13431046666666668,300.0,16.0,,,,,,,,0.5,,,
f_cultural_overconstraint,reserve_0_5000,Reserve fraction 0.5000,2,1218.0,1415.0,2058,1243.0,1.0205254515599342,1.0,,0.20844640000000003,0.03511683333333333,0.26611273333333335,0.7338872666666666,0.8710128666666666,0.12898713333333334,300.0,16.0,,,,,,,,0.5,,,
f_cultural_overconstraint,reserve_0_7500,Reserve fraction 0.7500,0,1221.0,1448.0,2017,1316.0,1.0778050778050778,0.9836199836199836,,0.20674720000000002,0.03580233333333333,0.31558330000000007,0.6844167,0.8676685333333333,0.13233146666666668,300.0,16.0,,,,,,,,0.75,,,
f_cultural_overconstraint,reserve_0_7500,Reserve fraction 0.7500,1,1219.0,1380.0,2020,1268.0,1.0401968826907302,1.0,,0.20905466666666664,0.0327803,0.33887663333333323,0.6611233666666666,0.8577804666666666,0.14221953333333334,300.0,16.0,,,,,,,,0.75,,,
f_cultural_overconstraint,reserve_0_7500,Reserve fraction 0.7500,2,1218.0,1418.0,2085,1256.0,1.0311986863711002,1.0,,0.2186928666666667,0.034440066666666665,0.2736057333333334,0.7263942666666666,0.8749033999999999,0.1250966,300.0,16.0,,,,,,,,0.75,,,
f_cultural_overconstraint,reserve_0_9000,Reserve fraction 0.9000,0,1221.0,1448.0,2017,1365.0,1.117936117936118,0.9778869778869779,,0.19234883333333336,0.035671800000000004,0.31009176666666666,0.6899082333333335,0.8748395333333334,0.12516046666666666,300.0,16.0,,,,,,,,0.9,,,
f_cultural_overconstraint,reserve_0_9000,Reserve fraction 0.9000,1,1219.0,1380.0,2020,1217.0,0.9983593109105825,0.9975389663658737,,0.20442986666666668,0.033246200000000004,0.29894526666666665,0.7010547333333333,0.8713303,0.1286697,300.0,16.0,,,,,,,,0.9,,,
f_cultural_overconstraint,reserve_0_9000,Reserve fraction 0.9000,2,1218.0,1408.0,2034,1253.0,1.028735632183908,1.0,,0.20727099999999998,0.03455676666666667,0.27482140000000005,0.7251786,0.8748170333333333,0.12518296666666667,300.0,16.0,,,,,,,,0.9,,,
f_cultural_overconstraint,reserve_1_0000,Reserve fraction 1.0000,0,1221.0,1448.0,2017,1365.0,1.117936117936118,0.9778869778869779,,0.19234883333333336,0.035671800000000004,0.3101289666666666,0.6898710333333334,0.8748395333333334,0.12516046666666666,300.0,16.0,,,,,,,,1.0,,,
f_cultural_overconstraint,reserve_1_0000,Reserve fraction 1.0000,1,1219.0,1380.0,2020,1217.0,0.9983593109105825,0.9975389663658737,,0.20442986666666668,0.033246200000000004,0.29894526666666665,0.7010547333333333,0.8713303,0.1286697,300.0,16.0,,,,,,,,1.0,,,
f_cultural_overconstraint,reserve_1_0000,Reserve fraction 1.0000,2,1218.0,1408.0,2034,1248.0,1.0246305418719213,1.0,,0.2072459,0.034178966666666664,0.2727058333333333,0.7272941666666667,0.8755174666666666,0.12448253333333334,300.0,16.0,,,,,,,,1.0,,,
g_institutional_learning,no_learning,No learning,0,1221.0,1410.0,2010,0.0,0.0,0.0,2059.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,,,,,,,,,none,,
g_institutional_learning,no_learning,No learning,1,1219.0,1361.0,2005,0.0,0.0,0.0,2055.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,,,,,,,,,none,,
g_institutional_learning,no_learning,No learning,2,1218.0,1375.0,2010,0.0,0.0,0.0,2059.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,,,,,,,,,none,,
g_institutional_learning,slow_learning,Slow regional learning,0,1221.0,1411.0,2010,625.0,0.5118755118755118,0.2932022932022932,2068.0,0.18149386666666667,0.04586186666666668,0.14727046666666663,0.8527295333333331,0.8748959,0.1251041,300.0,16.0,,,,,,,,,slow,0.463542,0.5
g_institutional_learning,slow_learning,Slow regional learning,1,1219.0,1361.0,2005,852.0,0.6989335520918786,0.47087776866283837,2084.0,0.1874525333333334,0.04037783333333333,0.1924739,0.8075261,0.8641146000000001,0.1358854,300.0,16.0,,,,,,,,,slow,0.442708,0.5
g_institutional_learning,slow_learning,Slow regional learning,2,1218.0,1375.0,2010,962.0,0.7898193760262726,0.4909688013136289,2088.0,0.19269826666666667,0.04113843333333334,0.22696889999999997,0.7730311,0.8547623666666665,0.14523763333333334,300.0,16.0,,,,,,,,,slow,0.447917,0.5
g_institutional_learning,fast_learning,Fast regional learning,0,1221.0,1412.0,2010,1055.0,0.864045864045864,0.5692055692055692,,0.18250933333333336,0.04439470000000001,0.2279883,0.7720117000000001,0.8795320333333334,0.12046796666666665,300.0,16.0,,,,,,,,,fast,0.739583,0.75
g_institutional_learning,fast_learning,Fast regional learning,1,1219.0,1361.0,2005,1164.0,0.9548810500410172,0.7178014766201805,,0.2167847,0.03925073333333332,0.22435080000000002,0.7756492,0.8461548333333332,0.15384516666666667,300.0,16.0,,,,,,,,,fast,0.697917,0.75
g_institutional_learning,fast_learning,Fast regional learning,2,1218.0,1375.0,2010,1238.0,1.0164203612479474,0.7561576354679803,,0.1890978,0.033681633333333336,0.27895053333333336,0.7210494666666668,0.8696764000000001,0.13032359999999998,300.0,16.0,,,,,,,,,fast,0.666667,0.75
g_institutional_learning,preadapted_025,Preadapted reserve 0.25,0,1221.0,1446.0,2017,1249.0,1.022932022932023,0.9254709254709255,,0.2319474333333333,0.03624993333333333,0.2197774,0.7802225999999999,0.8650261333333332,0.13497386666666664,300.0,16.0,,,,,,,,0.25,preadapted,,
g_institutional_learning,preadapted_025,Preadapted reserve 0.25,1,1219.0,1361.0,2005,1209.0,0.9917965545529123,0.9614438063986874,,0.24744123333333334,0.03189306666666667,0.22947356666666668,0.7705264333333334,0.8401635000000002,0.15983650000000002,300.0,16.0,,,,,,,,0.25,preadapted,,
g_institutional_learning,preadapted_025,Preadapted reserve 0.25,2,1218.0,1399.0,2023,1186.0,0.9737274220032841,0.9720853858784894,,0.23854479999999997,0.0331748,0.2172071,0.7827929,0.8526056999999999,0.1473943,300.0,16.0,,,,,,,,0.25,preadapted,,
