year,calendar_year,population_size,birth_count,births_per_population,births_per_eligible,births_per_matched_pair,death_count,matched_pair_count,new_pair_count,active_pair_count,unmatched_rate,mean_visible_candidate_count,median_visible_candidate_count,mean_perceived_candidate_count,median_perceived_candidate_count,mean_actionable_candidate_count,action_coverage_rate,visibility_action_gap,mean_selected_actionable_share,mean_selection_quota,mean_selection_acceptance_share,mean_phantom_candidate_count,mean_sampled_phantom_candidate_count,mean_selected_phantom_count,mean_phantom_selection_share,candidate_pool_multiplier,visibility_coverage_rate,theoretical_area_coverage,effective_birth_probability,selection_worker_count,action_radius,blocked_mutual_pair_count,trait_mean,trait_variance,trait_diversity,reproductive_concentration,effective_parent_count,visibility_radius,case,No reserve regions population,No reserve regions share,Weak reserve regions population,Weak reserve regions share,Balanced reserve regions population,Balanced reserve regions share,Strong reserve regions population,Strong reserve regions share
90,2069,1733,17,0.00981,0.034908,0.098266,33,173,21,350,0.289528,67.0,67.0,20100.0,20100.0,8.323529,0.124232,0.875768,0.276654,16.0,0.000796,20033.0,512.0,11.485294,0.717831,300.0,1.0,1.0,0.09712,1,0.12,0,0.038849,0.343651,1.310823,0.982553,30.421053,1.414214,allow,189,0.1090594345066359,529,0.30525100980957875,525,0.30294287362954414,490,0.2827466820542412
91,2070,1714,21,0.012252,0.043933,0.121387,40,173,18,349,0.276151,60.0,60.0,18000.0,18000.0,6.622951,0.110383,0.889617,0.279713,16.0,0.000889,17940.0,512.0,11.377049,0.711066,300.0,1.0,1.0,0.097427,1,0.12,0,0.037541,0.337745,1.299509,0.981497,32.666667,1.414214,allow,179,0.1044340723453909,531,0.3098016336056009,521,0.3039673278879813,483,0.28179696616102684
92,2071,1712,23,0.013435,0.048319,0.130682,25,176,21,344,0.260504,62.0,62.0,18600.0,18600.0,6.253968,0.10087,0.89913,0.279762,16.0,0.00086,18538.0,512.0,11.380952,0.71131,300.0,1.0,1.0,0.09748,1,0.12,0,0.035423,0.331137,1.286735,0.973131,46.0,1.414214,allow,174,0.10163551401869159,534,0.3119158878504673,521,0.30432242990654207,483,0.2821261682242991
93,2072,1699,18,0.010594,0.037657,0.101124,31,178,18,340,0.25523,61.0,61.0,18300.0,18300.0,7.064516,0.115812,0.884188,0.268145,16.0,0.000874,18239.0,512.0,11.596774,0.724798,300.0,1.0,1.0,0.097587,1,0.12,1,0.03492,0.323782,1.272364,0.978811,36.0,1.414214,allow,166,0.09770453207769277,528,0.3107710417892878,523,0.3078281341965862,482,0.2836962919364332
94,2073,1678,16,0.009535,0.033403,0.086486,37,185,20,339,0.227557,58.0,58.0,17400.0,17400.0,5.525424,0.095266,0.904734,0.247881,16.0,0.00092,17342.0,512.0,12.016949,0.751059,300.0,1.0,1.0,0.09784,1,0.12,0,0.034266,0.319512,1.263946,0.98093,32.0,1.414214,allow,157,0.0935637663885578,525,0.31287246722288437,523,0.31168057210965433,473,0.28188319427890346
95,2074,1670,13,0.007784,0.027083,0.070652,21,184,18,344,0.233333,49.0,49.0,14700.0,14700.0,5.24,0.106939,0.893061,0.26375,16.0,0.001088,14651.0,512.0,11.78,0.73625,300.0,1.0,1.0,0.097907,1,0.12,0,0.035828,0.316462,1.257898,0.984431,26.0,1.414214,allow,153,0.09161676646706587,525,0.3143712574850299,520,0.31137724550898205,472,0.28263473053892213
96,2075,1659,21,0.012658,0.043933,0.114754,32,183,16,344,0.23431,45.0,45.0,13500.0,13500.0,4.173913,0.092754,0.907246,0.216033,16.0,0.001185,13455.0,512.0,12.543478,0.783967,300.0,1.0,1.0,0.09816,1,0.12,0,0.036469,0.310584,1.246163,0.974684,42.0,1.414214,allow,138,0.08318264014466546,525,0.31645569620253167,523,0.3152501506931887,473,0.28511151295961423
97,2076,1644,17,0.010341,0.035639,0.093407,32,182,15,342,0.236897,47.0,47.0,14100.0,14100.0,4.208333,0.089539,0.910461,0.207031,16.0,0.001135,14053.0,512.0,12.625,0.789062,300.0,1.0,1.0,0.098307,1,0.12,0,0.039219,0.305008,1.234925,0.981609,30.421053,1.414214,allow,131,0.07968369829683698,518,0.3150851581508516,527,0.32055961070559613,468,0.2846715328467153
98,2077,1638,19,0.0116,0.03854,0.1,25,190,19,345,0.229209,56.0,56.0,16800.0,16800.0,5.473684,0.097744,0.902256,0.252193,16.0,0.000952,16744.0,512.0,11.947368,0.746711,300.0,1.0,1.0,0.098413,1,0.12,0,0.03997,0.300725,1.226223,0.981171,31.391304,1.414214,allow,127,0.07753357753357754,520,0.31746031746031744,530,0.3235653235653236,461,0.28144078144078144
99,2078,1625,15,0.009231,0.029528,0.076142,28,197,19,345,0.224409,59.0,59.0,17700.0,17700.0,6.666667,0.112994,0.887006,0.252083,16.0,0.000904,17641.0,512.0,11.866667,0.741667,300.0,1.0,1.0,0.098533,1,0.12,0,0.040905,0.297399,1.219424,0.985805,23.684211,1.414214,allow,121,0.07446153846153847,522,0.3212307692307692,530,0.3261538461538461,452,0.27815384615384614
100,2079,1619,26,0.016059,0.051081,0.134021,32,194,12,340,0.237721,49.0,49.0,14700.0,14700.0,6.08,0.124082,0.875918,0.19375,16.0,0.001088,14651.0,512.0,12.84,0.8025,300.0,1.0,1.0,0.09876,1,0.12,0,0.041987,0.293193,1.21077,0.970257,48.285714,1.414214,allow,116,0.07164916615194565,519,0.32056825200741196,536,0.33106856084002473,448,0.27671402100061765
101,2080,1597,10,0.006262,0.019608,0.051546,32,194,15,334,0.239216,57.0,57.0,17100.0,17100.0,7.344828,0.128857,0.871143,0.270474,16.0,0.000936,17043.0,512.0,11.62069,0.726293,300.0,1.0,1.0,0.09884,1,0.12,0,0.04164,0.289052,1.202189,0.987477,20.0,1.414214,allow,111,0.06950532247964934,514,0.32185347526612396,534,0.3343769567939887,438,0.2742642454602379
102,2081,1589,19,0.011957,0.037475,0.097938,27,194,20,335,0.234714,62.0,62.0,18600.0,18600.0,8.095238,0.130568,0.869432,0.285714,16.0,0.00086,18538.0,512.0,11.380952,0.71131,300.0,1.0,1.0,0.099067,1,0.12,0,0.041168,0.283492,1.190571,0.976086,38.0,1.414214,allow,104,0.06544996853366897,510,0.3209565764631844,537,0.33794839521711767,438,0.27564505978602893
103,2082,1580,21,0.013291,0.041667,0.108247,30,194,18,335,0.230159,53.0,53.0,15900.0,15900.0,5.962963,0.112509,0.887491,0.253472,16.0,0.001006,15847.0,512.0,11.925926,0.74537,300.0,1.0,1.0,0.099213,1,0.12,0,0.043324,0.278633,1.180324,0.973418,42.0,1.414214,allow,98,0.0620253164556962,511,0.32341772151898734,537,0.33987341772151897,434,0.2746835443037975
104,2083,1583,29,0.01832,0.057884,0.154255,26,188,18,333,0.249501,55.0,55.0,16500.0,16500.0,6.321429,0.114935,0.885065,0.296875,16.0,0.00097,16445.0,512.0,11.232143,0.702009,300.0,1.0,1.0,0.09928,1,0.12,0,0.043587,0.273592,1.169598,0.968066,50.969697,1.414214,allow,89,0.05622236260265319,514,0.32469993682880605,535,0.3379658875552748,445,0.28111181301326593
105,2084,1563,20,0.012796,0.039683,0.10582,40,189,16,337,0.25,47.0,47.0,14100.0,14100.0,5.25,0.111702,0.888298,0.252604,16.0,0.001135,14053.0,512.0,11.9375,0.746094,300.0,1.0,1.0,0.099427,1,0.12,0,0.042929,0.268318,1.15827,0.976839,36.363636,1.414214,allow,86,0.05502239283429303,505,0.32309660908509275,533,0.34101087651951373,439,0.28087012156110047
106,2085,1551,20,0.012895,0.040161,0.106952,32,187,18,336,0.248996,52.0,52.0,15600.0,15600.0,5.660377,0.108853,0.891147,0.239387,16.0,0.001026,15548.0,512.0,12.169811,0.760613,300.0,1.0,1.0,0.099587,1,0.12,0,0.044157,0.263242,1.147262,0.97421,40.0,1.414214,allow,77,0.04964539007092199,502,0.3236621534493875,530,0.3417150225660864,442,0.28497743391360414
107,2086,1537,20,0.013012,0.039683,0.104167,34,192,23,338,0.238095,61.0,61.0,18300.0,18300.0,6.096774,0.099947,0.900053,0.315524,16.0,0.000874,18239.0,512.0,10.935484,0.683468,300.0,1.0,1.0,0.099773,1,0.12,0,0.045824,0.258294,1.136428,0.973975,40.0,1.414214,allow,69,0.044892648015614836,502,0.3266102797657775,526,0.34222511385816523,440,0.28627195836044245
108,2087,1536,23,0.014974,0.045187,0.117347,24,196,20,339,0.229862,52.0,52.0,15600.0,15600.0,5.811321,0.111756,0.888244,0.318396,16.0,0.001026,15548.0,512.0,10.90566,0.681604,300.0,1.0,1.0,0.099827,1,0.12,0,0.043882,0.25478,1.128671,0.974808,39.185185,1.414214,allow,62,0.040364583333333336,502,0.3268229166666667,525,0.341796875,447,0.291015625
109,2088,1521,14,0.009204,0.027451,0.072165,29,194,17,337,0.239216,55.0,55.0,16500.0,16500.0,7.178571,0.130519,0.869481,0.299107,16.0,0.00097,16445.0,512.0,11.125,0.695312,300.0,1.0,1.0,0.099907,1,0.12,0,0.04401,0.250561,1.119288,0.981591,28.0,1.414214,allow,55,0.03616042077580539,501,0.32938856015779094,524,0.3445101906640368,441,0.28994082840236685
110,2089,1524,27,0.017717,0.052224,0.137056,24,197,16,336,0.237911,61.0,61.0,18300.0,18300.0,7.709677,0.126388,0.873612,0.237903,16.0,0.000874,18239.0,512.0,12.145161,0.759073,300.0,1.0,1.0,0.10004,1,0.12,0,0.046555,0.245672,1.108315,0.969427,47.032258,1.414214,allow,52,0.03412073490813648,500,0.32808398950131235,525,0.34448818897637795,447,0.2933070866141732
111,2090,1523,23,0.015102,0.044316,0.116751,24,197,18,338,0.240848,60.0,60.0,18000.0,18000.0,8.229508,0.137158,0.862842,0.28791,16.0,0.000889,17940.0,512.0,11.327869,0.707992,300.0,1.0,1.0,0.1,1,0.12,0,0.048133,0.241261,1.09832,0.969796,46.0,1.414214,allow,49,0.03217334208798424,504,0.3309258043335522,527,0.34602757715036114,443,0.29087327642810246
112,2091,1512,22,0.01455,0.042389,0.11,33,200,15,334,0.229287,58.0,58.0,17400.0,17400.0,8.101695,0.139684,0.860316,0.239407,16.0,0.00092,17342.0,512.0,12.152542,0.759534,300.0,1.0,1.0,0.100133,1,0.12,0,0.049079,0.235685,1.085553,0.973425,40.333333,1.414214,allow,48,0.031746031746031744,498,0.32936507936507936,523,0.3458994708994709,443,0.29298941798941797
113,2092,1517,24,0.015821,0.046512,0.121212,19,198,19,336,0.232558,60.0,60.0,18000.0,18000.0,7.57377,0.12623,0.87377,0.248975,16.0,0.000889,17940.0,512.0,12.0,0.75,300.0,1.0,1.0,0.100093,1,0.12,0,0.049452,0.231242,1.075272,0.97528,38.4,1.414214,allow,47,0.03098220171390903,503,0.3315754779169413,520,0.34278180619644033,447,0.2946605141727093
114,2093,1524,26,0.01706,0.05029,0.134021,19,194,18,335,0.249516,66.0,66.0,19800.0,19800.0,10.537313,0.159656,0.840344,0.271455,16.0,0.000808,19734.0,512.0,11.626866,0.726679,300.0,1.0,1.0,0.100027,1,0.12,0,0.048909,0.227989,1.067682,0.968403,48.285714,1.414214,allow,44,0.028871391076115485,503,0.3300524934383202,530,0.34776902887139105,447,0.2933070866141732
115,2094,1512,10,0.006614,0.019802,0.054054,22,185,14,331,0.267327,62.0,62.0,18600.0,18600.0,11.047619,0.178187,0.821813,0.244048,16.0,0.00086,18538.0,512.0,12.095238,0.755952,300.0,1.0,1.0,0.099973,1,0.12,0,0.049072,0.22548,1.06179,0.986772,20.0,1.414214,allow,40,0.026455026455026454,499,0.330026455026455,532,0.35185185185185186,441,0.2916666666666667
116,2095,1510,22,0.01457,0.043564,0.122905,24,179,13,326,0.291089,71.0,71.0,21300.0,21300.0,14.805556,0.208529,0.791471,0.251736,16.0,0.000751,21229.0,512.0,11.958333,0.747396,300.0,1.0,1.0,0.10016,1,0.12,0,0.049819,0.222593,1.054972,0.975677,37.230769,1.414214,allow,35,0.023178807947019868,494,0.3271523178807947,538,0.3562913907284768,443,0.2933774834437086
117,2096,1503,22,0.014637,0.043651,0.121547,29,181,13,330,0.281746,61.0,61.0,18300.0,18300.0,12.290323,0.201481,0.798519,0.219758,16.0,0.000874,18239.0,512.0,12.483871,0.780242,300.0,1.0,1.0,0.100253,1,0.12,0,0.049871,0.215156,1.037197,0.975564,37.230769,1.414214,allow,30,0.01996007984031936,490,0.3260146373918829,541,0.35994677312042583,442,0.2940785096473719
118,2097,1485,13,0.008754,0.02554,0.069519,31,187,27,335,0.265226,89.0,89.0,26700.0,26700.0,11.688889,0.131336,0.868664,0.38125,16.0,0.000599,26611.0,512.0,9.9,0.61875,300.0,1.0,1.0,0.100373,1,0.12,0,0.049993,0.212809,1.031525,0.982492,26.0,1.414214,allow,29,0.019528619528619527,484,0.32592592592592595,535,0.3602693602693603,437,0.2942760942760943
119,2098,1492,25,0.016756,0.049505,0.131579,18,190,19,335,0.247525,64.0,64.0,19200.0,19200.0,9.538462,0.149038,0.850962,0.269231,16.0,0.000833,19136.0,512.0,11.692308,0.730769,300.0,1.0,1.0,0.10044,1,0.12,0,0.050575,0.210705,1.026413,0.971421,43.103448,1.414214,allow,26,0.01742627345844504,488,0.32707774798927614,535,0.3585790884718499,443,0.29691689008042893
120,2099,1489,19,0.01276,0.037328,0.097436,22,195,18,341,0.233792,59.0,59.0,17700.0,17700.0,8.333333,0.141243,0.858757,0.255208,16.0,0.000904,17641.0,512.0,11.9,0.74375,300.0,1.0,1.0,0.1004,1,0.12,0,0.050111,0.206177,1.015324,0.979287,31.391304,1.414214,allow,24,0.016118200134318333,488,0.3277367360644728,538,0.361316319677636,439,0.29482874412357285
121,2100,1481,23,0.01553,0.045187,0.119171,31,193,18,333,0.24165,64.0,64.0,19200.0,19200.0,9.323077,0.145673,0.854327,0.281731,16.0,0.000833,19136.0,512.0,11.492308,0.718269,300.0,1.0,1.0,0.10056,1,0.12,0,0.051129,0.202554,1.006364,0.971523,42.32,1.414214,allow,22,0.014854827819041188,486,0.3281566509115463,537,0.362592842673869,436,0.29439567859554355
122,2101,1487,22,0.014795,0.042308,0.110553,16,199,22,339,0.234615,69.0,69.0,20700.0,20700.0,11.828571,0.171429,0.828571,0.373214,16.0,0.000773,20631.0,512.0,10.028571,0.626786,300.0,1.0,1.0,0.100467,1,0.12,0,0.052261,0.199905,0.999763,0.975301,37.230769,1.414214,allow,23,0.01546738399462004,486,0.32683254875588436,536,0.3604572965702757,442,0.2972427706792199
123,2102,1488,15,0.010081,0.028626,0.074627,14,201,17,339,0.232824,55.0,55.0,16500.0,16500.0,6.964286,0.126623,0.873377,0.268973,16.0,0.00097,16445.0,512.0,11.696429,0.731027,300.0,1.0,1.0,0.10036,1,0.12,0,0.052424,0.19748,0.993679,0.982348,26.470588,1.414214,allow,23,0.015456989247311828,488,0.3279569892473118,532,0.3575268817204301,445,0.29905913978494625
124,2103,1481,19,0.012829,0.03619,0.094527,26,201,16,340,0.234286,57.0,57.0,17100.0,17100.0,8.103448,0.142166,0.857834,0.28556,16.0,0.000936,17043.0,512.0,11.431034,0.71444,300.0,1.0,1.0,0.100507,1,0.12,0,0.052023,0.19404,0.984989,0.974342,38.0,1.414214,allow,21,0.014179608372721135,487,0.3288318703578663,530,0.35786630654962864,443,0.29912221471978395
125,2104,1479,17,0.011494,0.032136,0.082927,19,205,18,347,0.224953,55.0,55.0,16500.0,16500.0,7.75,0.140909,0.859091,0.261161,16.0,0.00097,16445.0,512.0,11.821429,0.738839,300.0,1.0,1.0,0.100507,1,0.12,0,0.052116,0.19131,0.978034,0.979557,30.421053,1.414214,allow,21,0.014198782961460446,482,0.325895875591616,529,0.35767410412440837,447,0.3022312373225152
126,2105,1477,23,0.015572,0.043977,0.112745,25,204,22,353,0.219885,57.0,57.0,17100.0,17100.0,7.241379,0.127042,0.872958,0.297414,16.0,0.000936,17043.0,512.0,11.241379,0.702586,300.0,1.0,1.0,0.100613,1,0.12,0,0.0529,0.187221,0.967525,0.971446,42.32,1.414214,allow,20,0.013540961408259987,484,0.3276912660798917,528,0.35748138117806366,445,0.3012863913337847
127,2106,1488,22,0.014785,0.042885,0.112245,11,196,14,349,0.235867,43.0,43.0,12900.0,12900.0,7.0,0.162791,0.837209,0.295455,16.0,0.00124,12857.0,512.0,11.272727,0.704545,300.0,1.0,1.0,0.100453,1,0.12,0,0.054648,0.184763,0.961154,0.972996,40.333333,1.414214,allow,18,0.012096774193548387,486,0.32661290322580644,532,0.3575268817204301,452,0.30376344086021506
128,2107,1483,16,0.010789,0.030476,0.081218,21,197,26,351,0.249524,73.0,73.0,21900.0,21900.0,10.216216,0.139948,0.860052,0.377534,16.0,0.000731,21827.0,512.0,9.959459,0.622466,300.0,1.0,1.0,0.10044,1,0.12,0,0.055424,0.181983,0.953894,0.978422,32.0,1.414214,allow,14,0.009440323668240054,482,0.32501685772083616,527,0.35536075522589344,460,0.31018206338503035
129,2108,1483,25,0.016858,0.046642,0.122549,25,204,20,349,0.238806,66.0,66.0,19800.0,19800.0,11.253731,0.170511,0.829489,0.333955,16.0,0.000808,19734.0,512.0,10.656716,0.666045,300.0,1.0,1.0,0.10056,1,0.12,0,0.054261,0.178151,0.943797,0.966285,50.0,1.414214,allow,13,0.008766014834794335,478,0.32231962238705325,524,0.3533378287255563,468,0.3155765340525961
130,2109,1495,25,0.016722,0.046211,0.120192,13,208,22,346,0.231054,74.0,74.0,22200.0,22200.0,13.12,0.177297,0.822703,0.3575,16.0,0.000721,22126.0,512.0,10.28,0.6425,300.0,1.0,1.0,0.1004,1,0.12,0,0.055144,0.175963,0.937984,0.969124,46.296296,1.414214,allow,13,0.008695652173913044,483,0.3230769230769231,527,0.35250836120401335,472,0.3157190635451505
131,2110,1500,16,0.010667,0.029144,0.077295,11,207,17,347,0.245902,72.0,72.0,21600.0,21600.0,14.273973,0.19825,0.80175,0.315925,16.0,0.000741,21528.0,512.0,10.945205,0.684075,300.0,1.0,1.0,0.100213,1,0.12,0,0.054379,0.174093,0.932988,0.978667,32.0,1.414214,allow,12,0.008,483,0.322,530,0.35333333333333333,475,0.31666666666666665
132,2111,1498,17,0.011348,0.030741,0.082927,19,205,23,350,0.25859,87.0,87.0,26100.0,26100.0,13.522727,0.155434,0.844566,0.368608,16.0,0.000613,26013.0,512.0,10.102273,0.631392,300.0,1.0,1.0,0.100253,1,0.12,0,0.054789,0.171453,0.925885,0.977303,34.0,1.414214,allow,12,0.00801068090787717,483,0.32242990654205606,532,0.35514018691588783,471,0.3144192256341789
133,2112,1497,16,0.010688,0.029412,0.07767,17,206,15,349,0.242647,63.0,63.0,18900.0,18900.0,12.0625,0.191468,0.808532,0.256836,16.0,0.000847,18837.0,512.0,11.890625,0.743164,300.0,1.0,1.0,0.100253,1,0.12,0,0.054805,0.170851,0.924259,0.981129,28.444444,1.414214,allow,11,0.007348029392117568,481,0.321309285237141,529,0.353373413493654,476,0.3179692718770875
134,2113,1494,21,0.014056,0.037975,0.099526,24,211,17,352,0.23689,60.0,60.0,18000.0,18000.0,9.639344,0.160656,0.839344,0.293033,16.0,0.000889,17940.0,512.0,11.311475,0.706967,300.0,1.0,1.0,0.10036,1,0.12,0,0.054624,0.168662,0.918319,0.976732,35.28,1.414214,allow,11,0.007362784471218206,478,0.31994645247657294,533,0.356760374832664,472,0.31593038821954483
135,2114,1499,22,0.014676,0.039427,0.101382,17,217,25,356,0.222222,73.0,73.0,21900.0,21900.0,9.405405,0.128841,0.871159,0.374155,16.0,0.000731,21827.0,512.0,10.013514,0.625845,300.0,1.0,1.0,0.100307,1,0.12,0,0.05373,0.165555,0.909821,0.970647,44.0,1.414214,allow,11,0.00733822548365577,479,0.31954636424282856,535,0.35690460306871247,474,0.3162108072048032
136,2115,1491,14,0.00939,0.025271,0.064815,22,216,17,353,0.220217,56.0,56.0,16800.0,16800.0,9.368421,0.167293,0.832707,0.280702,16.0,0.000952,16744.0,512.0,11.508772,0.719298,300.0,1.0,1.0,0.100307,1,0.12,0,0.054128,0.163898,0.905256,0.983712,24.5,1.414214,allow,11,0.007377598926894702,479,0.32126089872568747,532,0.3568075117370892,469,0.3145539906103286
137,2116,1510,33,0.021854,0.05914,0.152778,14,216,22,360,0.225806,62.0,62.0,18600.0,18600.0,7.873016,0.126984,0.873016,0.34127,16.0,0.00086,18538.0,512.0,10.539683,0.65873,300.0,1.0,1.0,0.100307,1,0.12,0,0.054452,0.161731,0.899252,0.963516,55.846154,1.414214,allow,11,0.00728476821192053,487,0.32251655629139075,535,0.3543046357615894,477,0.31589403973509933
138,2117,1514,25,0.016513,0.045126,0.115207,21,217,24,361,0.216606,67.0,67.0,20100.0,20100.0,8.617647,0.128622,0.871378,0.318934,16.0,0.000796,20033.0,512.0,10.897059,0.681066,300.0,1.0,1.0,0.100147,1,0.12,0,0.054497,0.159299,0.892466,0.966975,50.0,1.414214,allow,10,0.0066050198150594455,489,0.3229854689564069,535,0.3533685601056803,480,0.31704095112285335
139,2118,1524,21,0.01378,0.037567,0.096774,11,217,17,364,0.223614,55.0,55.0,16500.0,16500.0,7.928571,0.144156,0.855844,0.262277,16.0,0.00097,16445.0,512.0,11.803571,0.737723,300.0,1.0,1.0,0.09996,1,0.12,0,0.054285,0.157669,0.887888,0.972441,42.0,1.414214,allow,10,0.006561679790026247,492,0.3228346456692913,537,0.35236220472440943,485,0.318241469816273
140,2119,1534,25,0.016297,0.044248,0.113122,15,221,21,366,0.217699,60.0,60.0,18000.0,18000.0,7.934426,0.13224,0.86776,0.285861,16.0,0.000889,17940.0,512.0,11.42623,0.714139,300.0,1.0,1.0,0.09988,1,0.12,0,0.055153,0.156167,0.883649,0.972203,43.103448,1.414214,allow,10,0.00651890482398957,494,0.3220338983050847,540,0.3520208604954368,490,0.3194263363754889
141,2120,1534,21,0.01369,0.037037,0.09292,21,226,22,365,0.202822,60.0,60.0,18000.0,18000.0,7.147541,0.119126,0.880874,0.285861,16.0,0.000889,17940.0,512.0,11.42623,0.714139,300.0,1.0,1.0,0.099827,1,0.12,0,0.055808,0.153884,0.877166,0.977339,35.28,1.414214,allow,10,0.00651890482398957,501,0.32659713168187743,531,0.34615384615384615,492,0.32073011734028684
142,2121,1542,21,0.013619,0.037168,0.09292,13,226,18,363,0.2,46.0,46.0,13800.0,13800.0,5.106383,0.111008,0.888992,0.279255,16.0,0.001159,13754.0,512.0,11.531915,0.720745,300.0,1.0,1.0,0.09972,1,0.12,0,0.057338,0.152464,0.873111,0.972763,42.0,1.414214,allow,10,0.00648508430609598,504,0.32684824902723736,531,0.3443579766536965,497,0.3223086900129702
143,2122,1542,20,0.01297,0.035398,0.088496,20,226,18,368,0.2,42.0,42.0,12600.0,12600.0,4.55814,0.108527,0.891473,0.265988,16.0,0.00127,12558.0,512.0,11.744186,0.734012,300.0,1.0,1.0,0.099707,1,0.12,0,0.057292,0.151014,0.868947,0.976524,36.363636,1.414214,allow,10,0.00648508430609598,508,0.32944228274967574,529,0.3430609597924773,495,0.321011673151751
144,2123,1561,28,0.017937,0.049209,0.122271,9,229,16,370,0.195079,42.0,42.0,12600.0,12600.0,5.906977,0.140642,0.859358,0.328488,16.0,0.00127,12558.0,512.0,10.744186,0.671512,300.0,1.0,1.0,0.09956,1,0.12,0,0.058556,0.149906,0.865753,0.966597,52.266667,1.414214,allow,10,0.0064061499039077515,510,0.32671364509929535,541,0.34657270980140936,500,0.3203074951953876
145,2124,1571,25,0.015913,0.043403,0.107296,15,233,21,369,0.190972,52.0,52.0,15600.0,15600.0,7.245283,0.139332,0.860668,0.350236,16.0,0.001026,15548.0,512.0,10.396226,0.649764,300.0,1.0,1.0,0.099387,1,0.12,0,0.059276,0.148055,0.860393,0.972858,43.103448,1.414214,allow,10,0.006365372374283896,513,0.32654360280076383,543,0.34563971992361553,505,0.3214513049013367
146,2125,1579,20,0.012666,0.035336,0.090498,12,221,18,369,0.219081,47.0,47.0,14100.0,14100.0,8.083333,0.171986,0.828014,0.385417,16.0,0.001135,14053.0,512.0,9.833333,0.614583,300.0,1.0,1.0,0.099213,1,0.12,0,0.058628,0.147008,0.857344,0.977074,36.363636,1.414214,allow,10,0.006333122229259025,512,0.32425585813806207,542,0.34325522482583914,515,0.32615579480683976
147,2126,1578,22,0.013942,0.037866,0.097345,23,226,17,366,0.222031,56.0,56.0,16800.0,16800.0,10.245614,0.182957,0.817043,0.410088,16.0,0.000952,16744.0,512.0,9.438596,0.589912,300.0,1.0,1.0,0.099253,1,0.12,0,0.060331,0.145318,0.852403,0.972117,44.0,1.414214,allow,10,0.0063371356147021544,510,0.3231939163498099,535,0.33903675538656525,523,0.3314321926489227
148,2127,1582,22,0.013906,0.037479,0.098655,18,223,23,365,0.240204,80.0,80.0,24000.0,24000.0,12.765432,0.159568,0.840432,0.431327,16.0,0.000667,23920.0,512.0,9.098765,0.568673,300.0,1.0,1.0,0.0992,1,0.12,0,0.061474,0.143738,0.847756,0.972187,44.0,1.414214,allow,10,0.006321112515802781,512,0.32364096080910243,535,0.3381795195954488,525,0.33185840707964603
149,2128,1596,28,0.017544,0.04811,0.126126,14,222,24,364,0.237113,81.0,81.0,24300.0,24300.0,16.073171,0.198434,0.801566,0.448171,16.0,0.000658,24219.0,512.0,8.829268,0.551829,300.0,1.0,1.0,0.099093,1,0.12,0,0.06164,0.142262,0.843392,0.967329,52.266667,1.414214,allow,10,0.006265664160401002,515,0.3226817042606516,539,0.33771929824561403,532,0.3333333333333333
150,2129,1592,16,0.01005,0.02807,0.074766,20,214,22,363,0.249123,75.0,75.0,22500.0,22500.0,13.052632,0.174035,0.825965,0.422697,16.0,0.000711,22425.0,512.0,9.236842,0.577303,300.0,1.0,1.0,0.098987,1,0.12,0,0.061939,0.140822,0.839113,0.979899,32.0,1.414214,allow,10,0.00628140703517588,513,0.3222361809045226,537,0.3373115577889447,532,0.3341708542713568
151,2130,1595,24,0.015047,0.042403,0.111111,21,216,24,365,0.236749,69.0,69.0,20700.0,20700.0,11.4,0.165217,0.834783,0.413393,16.0,0.000773,20631.0,512.0,9.385714,0.586607,300.0,1.0,1.0,0.099053,1,0.12,0,0.06229,0.139645,0.835598,0.974504,41.142857,1.414214,allow,10,0.006269592476489028,516,0.32351097178683386,541,0.33918495297805645,528,0.3310344827586207
152,2131,1599,25,0.015635,0.044092,0.114679,21,218,24,364,0.231041,73.0,73.0,21900.0,21900.0,10.918919,0.149574,0.850426,0.420608,16.0,0.000731,21827.0,512.0,9.27027,0.579392,300.0,1.0,1.0,0.099013,1,0.12,0,0.062963,0.137831,0.830153,0.973333,43.103448,1.414214,allow,10,0.006253908692933083,517,0.3233270794246404,547,0.3420888055034397,525,0.32833020637898686
153,2132,1599,23,0.014384,0.040422,0.105023,23,219,23,370,0.230228,65.0,65.0,19500.0,19500.0,10.30303,0.158508,0.841492,0.402462,16.0,0.000821,19435.0,512.0,9.560606,0.597538,300.0,1.0,1.0,0.098987,1,0.12,0,0.062393,0.135584,0.82336,0.973625,42.32,1.414214,allow,9,0.005628517823639775,513,0.32082551594746717,547,0.3420888055034397,530,0.3314571607254534
154,2133,1610,30,0.018634,0.053571,0.140187,19,214,18,367,0.235714,57.0,57.0,17100.0,17100.0,8.758621,0.15366,0.84634,0.365302,16.0,0.000936,17043.0,512.0,10.155172,0.634698,300.0,1.0,1.0,0.098933,1,0.12,0,0.06092,0.13442,0.819817,0.965135,56.25,1.414214,allow,9,0.0055900621118012426,516,0.3204968944099379,544,0.337888198757764,541,0.3360248447204969
155,2134,1621,24,0.014806,0.041451,0.110092,13,218,24,367,0.246978,82.0,82.0,24600.0,24600.0,12.337349,0.150455,0.849545,0.401355,16.0,0.00065,24518.0,512.0,9.578313,0.598645,300.0,1.0,1.0,0.098707,1,0.12,0,0.059875,0.133038,0.815592,0.972753,44.307692,1.414214,allow,8,0.004935225169648365,520,0.3207896360271437,547,0.337446020974707,546,0.33682911782850095
