region,region_label,candidate,seed_count,anchor_rmse_mean,anchor_rmse_min,anchor_rmse_max,final_ratio_mean,final_ratio_min,final_ratio_max,late_births_per_population_mean,score,birth_probability,carrying_capacity,pair_duration_mean,lifespan_mean,location_cluster_count,initial_pair_fraction
gbr,United Kingdom,27,2,0.05989012964357447,0.03550883125116875,0.08427142803598019,1.2314143416890904,1.1976112920738329,1.2652173913043478,0.01109665,0.05989012964357447,0.22,4800.0,20.0,78.0,10,0.55
gbr,United Kingdom,8,2,0.060199708410949015,0.05976148448132152,0.06063793234057652,1.1561357341380512,1.1459694989106755,1.1663019693654266,0.010158350000000002,0.060199708410949015,0.18,4800.0,14.0,84.0,10,0.55
gbr,United Kingdom,20,2,0.06063054043779612,0.06009363371985957,0.06116744715573268,1.1681349904415936,1.1623093681917211,1.1739606126914661,0.010158150000000001,0.06063054043779612,0.22,3200.0,14.0,84.0,10,0.55
gbr,United Kingdom,37,2,0.06123372296585396,0.05926407640610796,0.06320336952559995,1.219616977225673,1.2130434782608697,1.2261904761904763,0.010219349999999999,0.06123372296585396,0.26,3200.0,14.0,78.0,10,0.55
gbr,United Kingdom,11,2,0.06188336018174803,0.056669516673632216,0.06709720368986384,1.1047334503570827,1.0962800875273524,1.1131868131868132,0.009714750000000001,0.06188336018174803,0.18,4800.0,26.0,78.0,10,0.55
gbr,United Kingdom,22,2,0.06377661962557557,0.0623343125497174,0.06521892670143375,1.1798758833446927,1.1728665207877462,1.1868852459016392,0.0093547,0.06377661962557557,0.22,3200.0,20.0,84.0,10,0.55
gbr,United Kingdom,9,2,0.06389733217403054,0.057748626511709755,0.07004603783635131,1.1055798687089715,1.100656455142232,1.1105032822757113,0.00993405,0.06389733217403054,0.18,4800.0,20.0,78.0,10,0.55
gbr,United Kingdom,16,2,0.06422534987832017,0.062466285540806764,0.06598441421583358,1.201746361994954,1.1958424507658643,1.2076502732240437,0.010204149999999999,0.06422534987832017,0.18,7200.0,20.0,84.0,10,0.55
gbr,United Kingdom,7,2,0.06484209056415974,0.048293709672946744,0.08139047145537273,1.116596366463204,1.069078947368421,1.1641137855579868,0.008970349999999998,0.06484209056415974,0.18,4800.0,14.0,78.0,10,0.55
gbr,United Kingdom,10,2,0.06523740915401255,0.06298534463990581,0.06748947366811929,1.137789216917172,1.1213114754098361,1.1542669584245075,0.00978035,0.06523740915401255,0.18,4800.0,20.0,84.0,10,0.55
gbr,United Kingdom,39,2,0.06665332259237375,0.04598629159340242,0.08732035359134509,1.2379289996695464,1.210640608034745,1.2652173913043478,0.0105081,0.06665332259237375,0.26,3200.0,20.0,78.0,10,0.55
gbr,United Kingdom,18,2,0.06679919794287931,0.059522303230206845,0.07407609265555176,1.2001357152252154,1.151912568306011,1.2483588621444202,0.01122505,0.06679919794287931,0.18,7200.0,26.0,84.0,10,0.55
gbr,United Kingdom,12,2,0.06852841176260152,0.06058194708240066,0.07647487644280238,1.1378047613923066,1.092896174863388,1.1827133479212253,0.009531600000000001,0.06852841176260152,0.18,4800.0,26.0,84.0,10,0.55
gbr,United Kingdom,28,2,0.07586259469563138,0.07459354857362546,0.07713164081763729,1.2426541631145211,1.2418300653594772,1.2434782608695651,0.01099175,0.07586259469563138,0.22,4800.0,20.0,84.0,10,0.55
