year,calendar_year,population_size,birth_count,births_per_population,births_per_eligible,births_per_matched_pair,death_count,matched_pair_count,new_pair_count,active_pair_count,unmatched_rate,mean_visible_candidate_count,median_visible_candidate_count,mean_perceived_candidate_count,median_perceived_candidate_count,mean_actionable_candidate_count,action_coverage_rate,visibility_action_gap,mean_selected_actionable_share,mean_selection_quota,mean_selection_acceptance_share,mean_phantom_candidate_count,mean_sampled_phantom_candidate_count,mean_selected_phantom_count,mean_phantom_selection_share,candidate_pool_multiplier,visibility_coverage_rate,theoretical_area_coverage,effective_birth_probability,selection_worker_count,action_radius,blocked_mutual_pair_count,trait_mean,trait_variance,trait_diversity,reproductive_concentration,effective_parent_count,visibility_radius,case,No reserve regions population,No reserve regions share,Weak reserve regions population,Weak reserve regions share,Balanced reserve regions population,Balanced reserve regions share,Strong reserve regions population,Strong reserve regions share
217,2196,1940,21,0.010825,0.031437,0.083004,30,253,26,442,0.242515,83.0,83.0,24900.0,24900.0,10.428571,0.125645,0.874355,0.333333,16.0,0.000643,24817.0,512.0,10.666667,0.666667,300.0,1.0,1.0,0.094413,1,0.12,0,0.046666,0.064309,0.567048,0.980314,38.347826,1.414214,block,17,0.008762886597938144,660,0.3402061855670103,706,0.36391752577319586,557,0.28711340206185565
218,2197,1934,26,0.013444,0.038922,0.100775,32,258,24,441,0.227545,69.0,69.0,20700.0,20700.0,8.257143,0.119669,0.880331,0.303571,16.0,0.000773,20631.0,512.0,11.142857,0.696429,300.0,1.0,1.0,0.09456,1,0.12,0,0.046942,0.063891,0.565202,0.975101,48.285714,1.414214,block,17,0.008790072388831437,659,0.3407445708376422,703,0.3634953464322647,555,0.2869700103412616
219,2198,1925,20,0.01039,0.029542,0.07722,29,259,21,441,0.23486,71.0,71.0,21300.0,21300.0,8.416667,0.118545,0.881455,0.295139,16.0,0.000751,21229.0,512.0,11.277778,0.704861,300.0,1.0,1.0,0.0946,1,0.12,0,0.047404,0.063427,0.563147,0.981195,36.363636,1.414214,block,18,0.00935064935064935,657,0.3412987012987013,697,0.36207792207792205,553,0.2872727272727273
220,2199,1925,34,0.017662,0.049635,0.127341,34,267,24,450,0.220438,68.0,68.0,20400.0,20400.0,7.536232,0.110827,0.889173,0.28442,16.0,0.000784,20332.0,512.0,11.449275,0.71558,300.0,1.0,1.0,0.094787,1,0.12,0,0.047589,0.062701,0.559914,0.970359,57.8,1.414214,block,18,0.00935064935064935,654,0.33974025974025973,697,0.36207792207792205,556,0.2888311688311688
221,2200,1932,27,0.013975,0.039416,0.102273,20,264,23,448,0.229197,72.0,72.0,21600.0,21600.0,7.780822,0.108067,0.891933,0.284247,16.0,0.000741,21528.0,512.0,11.452055,0.715753,300.0,1.0,1.0,0.0946,1,0.12,0,0.046811,0.062376,0.55846,0.975884,47.032258,1.414214,block,18,0.009316770186335404,653,0.33799171842650105,701,0.36283643892339545,560,0.2898550724637681
222,2201,1931,24,0.012429,0.035556,0.094488,25,254,17,443,0.247407,65.0,65.0,19500.0,19500.0,7.69697,0.118415,0.881585,0.244318,16.0,0.000821,19435.0,512.0,12.090909,0.755682,300.0,1.0,1.0,0.094573,1,0.12,0,0.046633,0.062108,0.55726,0.97894,41.142857,1.414214,block,19,0.00983946141895391,655,0.3392024857586743,698,0.36147074054893835,559,0.28948731227343344
223,2202,1928,29,0.015041,0.042584,0.113725,32,255,20,447,0.251101,68.0,68.0,20400.0,20400.0,7.884058,0.115942,0.884058,0.246377,16.0,0.000784,20332.0,512.0,12.057971,0.753623,300.0,1.0,1.0,0.09468,1,0.12,0,0.046827,0.061757,0.555683,0.97192,54.258065,1.414214,block,19,0.009854771784232365,651,0.33765560165975106,697,0.36151452282157676,561,0.29097510373443985
224,2203,1936,25,0.012913,0.036443,0.096899,17,258,26,447,0.247813,81.0,81.0,24300.0,24300.0,8.878049,0.109606,0.890394,0.279726,16.0,0.000658,24219.0,512.0,11.52439,0.720274,300.0,1.0,1.0,0.09452,1,0.12,0,0.04713,0.061273,0.553503,0.979628,40.322581,1.414214,block,20,0.010330578512396695,650,0.3357438016528926,703,0.3631198347107438,563,0.29080578512396693
225,2204,1944,28,0.014403,0.04058,0.106464,20,263,23,443,0.237681,74.0,74.0,22200.0,22200.0,7.946667,0.107387,0.892613,0.288333,16.0,0.000721,22126.0,512.0,11.386667,0.711667,300.0,1.0,1.0,0.094453,1,0.12,0,0.046868,0.060792,0.551327,0.975015,49.0,1.414214,block,21,0.010802469135802469,651,0.33487654320987653,704,0.36213991769547327,568,0.29218106995884774
226,2205,1942,24,0.012358,0.035139,0.093385,26,257,27,446,0.247438,86.0,86.0,25800.0,25800.0,9.241379,0.107458,0.892542,0.313937,16.0,0.00062,25714.0,512.0,10.977011,0.686063,300.0,1.0,1.0,0.094427,1,0.12,0,0.04645,0.060414,0.549611,0.977257,44.307692,1.414214,block,21,0.010813594232749742,647,0.3331616889804325,706,0.3635427394438723,568,0.2924819773429454
227,2206,1936,28,0.014463,0.041056,0.111554,34,251,26,449,0.26393,87.0,87.0,26100.0,26100.0,9.545455,0.109718,0.890282,0.322443,16.0,0.000613,26013.0,512.0,10.840909,0.677557,300.0,1.0,1.0,0.09456,1,0.12,0,0.047766,0.059931,0.54741,0.973067,52.266667,1.414214,block,21,0.01084710743801653,647,0.33419421487603307,705,0.36415289256198347,563,0.29080578512396693
228,2207,1938,20,0.01032,0.029412,0.079051,18,253,28,454,0.255882,83.0,83.0,24900.0,24900.0,10.166667,0.12249,0.87751,0.34375,16.0,0.000643,24817.0,512.0,10.5,0.65625,300.0,1.0,1.0,0.094427,1,0.12,0,0.047708,0.059758,0.546616,0.981321,36.363636,1.414214,block,21,0.010835913312693499,650,0.33539731682146545,705,0.3637770897832817,562,0.2899896800825593
229,2208,1942,30,0.015448,0.044053,0.117188,26,256,24,460,0.248164,68.0,68.0,20400.0,20400.0,7.797101,0.114663,0.885337,0.226449,16.0,0.000784,20332.0,512.0,12.376812,0.773551,300.0,1.0,1.0,0.094507,1,0.12,0,0.047914,0.059735,0.546512,0.971095,56.25,1.414214,block,21,0.010813594232749742,658,0.3388259526261586,703,0.3619979402677652,560,0.2883625128733265
230,2209,1936,30,0.015496,0.043228,0.115385,36,260,22,467,0.25072,66.0,66.0,19800.0,19800.0,7.61194,0.115332,0.884668,0.249067,16.0,0.000808,19734.0,512.0,12.014925,0.750933,300.0,1.0,1.0,0.094587,1,0.12,0,0.048196,0.059079,0.5435,0.971006,56.25,1.414214,block,21,0.01084710743801653,649,0.3352272727272727,698,0.3605371900826446,568,0.29338842975206614
231,2210,1943,27,0.013896,0.038737,0.103448,20,261,20,462,0.251076,70.0,70.0,21000.0,21000.0,8.338028,0.119115,0.880885,0.265845,16.0,0.000762,20930.0,512.0,11.746479,0.734155,300.0,1.0,1.0,0.094453,1,0.12,0,0.0477,0.058643,0.541492,0.97419,50.275862,1.414214,block,21,0.01080802882141019,648,0.33350488934637157,703,0.36181163149768397,571,0.2938754503345342
232,2211,1944,27,0.013889,0.038462,0.102273,26,264,24,459,0.247863,82.0,82.0,24600.0,24600.0,8.53012,0.104026,0.895974,0.26506,16.0,0.00065,24518.0,512.0,11.759036,0.73494,300.0,1.0,1.0,0.09444,1,0.12,0,0.048067,0.058363,0.540198,0.976033,47.032258,1.414214,block,21,0.010802469135802469,649,0.3338477366255144,709,0.3647119341563786,565,0.2906378600823045
233,2212,1939,18,0.009283,0.025641,0.067925,23,265,26,455,0.245014,82.0,82.0,24600.0,24600.0,7.831325,0.095504,0.904496,0.27259,16.0,0.00065,24518.0,512.0,11.638554,0.72741,300.0,1.0,1.0,0.094387,1,0.12,0,0.049282,0.058171,0.539311,0.983382,32.4,1.414214,block,20,0.010314595152140279,650,0.33522434244455906,711,0.3666838576585869,558,0.28777720474471374
234,2213,1945,32,0.016452,0.045714,0.11985,26,267,23,459,0.237143,71.0,71.0,21300.0,21300.0,6.5,0.091549,0.908451,0.268229,16.0,0.000751,21229.0,512.0,11.708333,0.731771,300.0,1.0,1.0,0.094493,1,0.12,0,0.049493,0.057818,0.537672,0.969087,60.235294,1.414214,block,20,0.010282776349614395,652,0.33521850899742933,712,0.3660668380462725,561,0.2884318766066838
235,2214,1945,25,0.012853,0.036075,0.095785,25,261,23,455,0.246753,69.0,69.0,20700.0,20700.0,6.657143,0.09648,0.90352,0.2875,16.0,0.000773,20631.0,512.0,11.4,0.7125,300.0,1.0,1.0,0.0944,1,0.12,0,0.049099,0.057338,0.535432,0.976267,46.296296,1.414214,block,20,0.010282776349614395,645,0.33161953727506427,718,0.3691516709511568,562,0.28894601542416454
236,2215,1952,25,0.012807,0.03592,0.096899,18,258,25,450,0.258621,87.0,87.0,26100.0,26100.0,8.204545,0.094305,0.905695,0.290483,16.0,0.000613,26013.0,512.0,11.352273,0.709517,300.0,1.0,1.0,0.094307,1,0.12,0,0.048401,0.057299,0.535251,0.974385,50.0,1.414214,block,19,0.00973360655737705,646,0.33094262295081966,716,0.3668032786885246,571,0.2925204918032787
237,2216,1952,24,0.012295,0.034286,0.088561,24,271,29,453,0.225714,82.0,82.0,24600.0,24600.0,7.566265,0.092272,0.907728,0.292169,16.0,0.00065,24518.0,512.0,11.325301,0.707831,300.0,1.0,1.0,0.094293,1,0.12,0,0.049372,0.057099,0.534318,0.97541,48.0,1.414214,block,18,0.009221311475409836,649,0.3324795081967213,718,0.367827868852459,567,0.29047131147540983
238,2217,1968,33,0.016768,0.046154,0.12,17,275,27,449,0.230769,88.0,88.0,26400.0,26400.0,9.730337,0.110572,0.889428,0.28441,16.0,0.000606,26312.0,512.0,11.449438,0.71559,300.0,1.0,1.0,0.0942,1,0.12,0,0.049089,0.056969,0.533707,0.966463,66.0,1.414214,block,18,0.009146341463414634,652,0.3313008130081301,723,0.3673780487804878,575,0.2921747967479675
239,2218,1964,18,0.009165,0.025316,0.067416,22,267,25,458,0.248945,80.0,80.0,24000.0,24000.0,9.08642,0.11358,0.88642,0.297068,16.0,0.000667,23920.0,512.0,11.246914,0.702932,300.0,1.0,1.0,0.094053,1,0.12,0,0.049489,0.056702,0.532456,0.986762,27.0,1.414214,block,19,0.009674134419551934,657,0.3345213849287169,719,0.36608961303462323,569,0.28971486761710796
240,2219,1970,27,0.013706,0.037921,0.103053,21,262,22,456,0.264045,83.0,83.0,24900.0,24900.0,9.261905,0.111589,0.888411,0.25744,16.0,0.000643,24817.0,512.0,11.880952,0.74256,300.0,1.0,1.0,0.094093,1,0.12,0,0.049657,0.056347,0.530786,0.978003,44.181818,1.414214,block,17,0.008629441624365483,659,0.33451776649746195,723,0.36700507614213196,571,0.2898477157360406
