year,calendar_year,population_size,birth_count,births_per_population,births_per_eligible,births_per_matched_pair,death_count,matched_pair_count,new_pair_count,active_pair_count,unmatched_rate,mean_visible_candidate_count,median_visible_candidate_count,mean_perceived_candidate_count,median_perceived_candidate_count,mean_actionable_candidate_count,action_coverage_rate,visibility_action_gap,mean_selected_actionable_share,mean_selection_quota,mean_selection_acceptance_share,mean_phantom_candidate_count,mean_sampled_phantom_candidate_count,mean_selected_phantom_count,mean_phantom_selection_share,candidate_pool_multiplier,visibility_coverage_rate,theoretical_area_coverage,effective_birth_probability,selection_worker_count,action_radius,blocked_mutual_pair_count,trait_mean,trait_variance,trait_diversity,reproductive_concentration,effective_parent_count,visibility_radius,case,No reserve regions population,No reserve regions share,Weak reserve regions population,Weak reserve regions share,Balanced reserve regions population,Balanced reserve regions share,Strong reserve regions population,Strong reserve regions share
1,1980,2546,46,0.018068,0.043726,0.093878,0,490,5,519,0.068441,0.296296,0.0,0.296296,0.0,0.259259,0.004892,0.000699,0.222222,0.296296,0.259259,0.0,0.0,0.0,0.0,1.0,0.00559,0.001257,0.086667,1,0.12,1,-0.000685,0.980611,2.214285,0.96687,84.64,0.02,block,633,0.24862529457973293,648,0.2545168892380204,626,0.24587588373919875,639,0.2509819324430479
2,1981,2554,39,0.01527,0.036967,0.085339,31,457,43,511,0.133649,1.16092,1.0,1.16092,1.0,1.103448,0.006378,0.000332,0.588123,1.16092,0.62069,0.0,0.0,0.0,0.0,1.0,0.006711,0.001257,0.086467,1,0.12,5,-0.000999,0.974768,2.207678,0.970986,74.195122,0.02,block,632,0.24745497259201252,652,0.2552858261550509,626,0.245105716523101,644,0.25215348472983556
3,1982,2557,29,0.011341,0.027751,0.067916,26,427,36,518,0.182775,0.88764,1.0,0.88764,1.0,0.808989,0.004571,0.000444,0.488764,0.88764,0.55618,0.0,0.0,0.0,0.0,1.0,0.005015,0.001257,0.086293,1,0.12,7,-0.000547,0.966856,2.198699,0.978828,54.258065,0.02,block,632,0.24716464606961283,650,0.25420414548298786,627,0.24520922956589752,648,0.25342197888150175
4,1983,2566,42,0.016368,0.040076,0.100719,33,417,48,532,0.204198,1.093596,1.0,1.093596,1.0,0.896552,0.004438,0.000975,0.495813,1.093596,0.586207,0.0,0.0,0.0,0.0,1.0,0.005414,0.001257,0.086347,1,0.12,20,0.002468,0.962129,2.193318,0.968786,80.181818,0.02,block,630,0.24551831644583008,658,0.2564302416212003,626,0.24395946999220577,652,0.2540919719407638
5,1984,2577,28,0.010865,0.026641,0.068966,17,406,48,537,0.227402,1.148148,1.0,1.148148,1.0,0.990741,0.004608,0.000732,0.511188,1.148148,0.587963,0.0,0.0,0.0,0.0,1.0,0.00534,0.001257,0.086013,1,0.12,17,0.003375,0.955857,2.186157,0.979766,52.266667,0.02,block,631,0.24485836243694217,667,0.2588280946837408,625,0.24253007372914243,654,0.25378346915017463
6,1985,2579,33,0.012796,0.031609,0.0825,31,400,52,548,0.233716,1.037037,1.0,1.037037,1.0,0.851852,0.003962,0.000861,0.496914,1.037037,0.611111,0.0,0.0,0.0,0.0,1.0,0.004823,0.001257,0.086053,1,0.12,20,0.002566,0.949199,2.17853,0.975913,62.228571,0.02,block,627,0.24311748739821637,672,0.260566110895696,627,0.24311748739821637,653,0.2531989143078713
7,1986,2590,32,0.012355,0.030681,0.082474,21,388,27,549,0.255992,0.714286,0.0,0.714286,0.0,0.527473,0.002914,0.001032,0.330586,0.714286,0.472527,0.0,0.0,0.0,0.0,1.0,0.003946,0.001257,0.085893,1,0.12,17,0.003879,0.941821,2.170048,0.976786,60.235294,0.02,block,629,0.24285714285714285,676,0.261003861003861,630,0.24324324324324326,655,0.2528957528957529
8,1987,2597,23,0.008856,0.021884,0.059896,16,384,43,555,0.269267,1.018018,1.0,1.018018,1.0,0.756757,0.003424,0.001182,0.449474,1.018018,0.599099,0.0,0.0,0.0,0.0,1.0,0.004606,0.001257,0.08568,1,0.12,29,0.003366,0.935538,2.162797,0.982287,46.0,0.02,block,632,0.24335772044666923,679,0.261455525606469,627,0.24143242202541393,659,0.2537543319214478
9,1988,2597,27,0.010397,0.026137,0.073171,27,369,28,558,0.285576,0.8125,0.0,0.8125,0.0,0.604167,0.003163,0.001091,0.332552,0.8125,0.463542,0.0,0.0,0.0,0.0,1.0,0.004254,0.001257,0.085733,1,0.12,20,0.004066,0.932024,2.158731,0.979207,54.0,0.02,block,627,0.24143242202541393,681,0.26222564497497114,632,0.24335772044666923,657,0.25298421255294573
10,1989,2609,35,0.013415,0.034247,0.09887,23,354,26,560,0.307241,0.769231,0.0,0.769231,0.0,0.512821,0.002643,0.001322,0.304701,0.769231,0.451282,0.0,0.0,0.0,0.0,1.0,0.003965,0.001257,0.08568,1,0.12,25,0.004468,0.92516,2.150767,0.977375,59.756098,0.02,block,624,0.23917209658873131,691,0.2648524338827137,634,0.24300498275201227,660,0.2529704867765427
11,1990,2616,29,0.011086,0.028348,0.081461,22,356,38,571,0.304008,0.892019,1.0,0.892019,1.0,0.507042,0.002392,0.001816,0.336854,0.892019,0.516432,0.0,0.0,0.0,0.0,1.0,0.004208,0.001257,0.085507,1,0.12,41,0.003238,0.918903,2.143482,0.977829,58.0,0.02,block,623,0.23814984709480122,694,0.2652905198776758,632,0.2415902140672783,667,0.25496941896024466
12,1991,2638,43,0.0163,0.04249,0.122159,21,352,26,573,0.304348,0.640884,0.0,0.640884,0.0,0.441989,0.002455,0.001105,0.298343,0.640884,0.414365,0.0,0.0,0.0,0.0,1.0,0.00356,0.001257,0.0854,1,0.12,18,0.004485,0.914207,2.137997,0.971631,75.469388,0.02,block,628,0.23805913570887036,702,0.26611068991660347,631,0.23919636087945415,677,0.256633813495072
13,1992,2643,25,0.009459,0.024486,0.069252,20,361,34,582,0.29285,0.883249,0.0,0.883249,0.0,0.649746,0.003315,0.001191,0.38291,0.883249,0.492386,0.0,0.0,0.0,0.0,1.0,0.004506,0.001257,0.085093,1,0.12,23,0.004133,0.910017,2.133093,0.986167,37.878788,0.02,block,632,0.23912220961029135,707,0.2674990541051835,632,0.23912220961029135,672,0.2542565266742338
14,1993,2665,36,0.013508,0.035088,0.101124,14,356,37,580,0.306043,0.906542,1.0,0.906543,1.000001,0.719626,0.003379,0.000878,0.389408,0.906542,0.504673,0.0,0.0,0.0,0.0,1.000001,0.004256,0.001257,0.084947,1,0.12,20,0.00321,0.90358,2.125535,0.977111,61.714286,0.02,block,638,0.23939962476547844,714,0.2679174484052533,641,0.24052532833020637,672,0.25215759849906194
15,1994,2678,32,0.011949,0.031527,0.091691,19,349,25,574,0.312315,0.52,0.0,0.520001,0.0,0.39,0.00196,0.000653,0.268333,0.52,0.349999,0.0,0.0,0.0,0.0,1.000002,0.002613,0.001257,0.08472,1,0.12,13,0.004804,0.896077,2.116692,0.976102,64.0,0.02,block,640,0.23898431665421957,720,0.268857356235997,645,0.24085138162808065,673,0.25130694548170274
16,1995,2682,27,0.010067,0.026419,0.076271,23,354,35,579,0.307241,0.679245,0.0,0.67925,0.0,0.59434,0.002817,0.000402,0.382862,0.679245,0.44811,0.0,0.0,0.0,0.0,1.000006,0.003219,0.001257,0.0846,1,0.12,9,0.00419,0.892066,2.11195,0.981302,50.275862,0.020002,block,642,0.23937360178970918,721,0.2688292319164802,642,0.23937360178970918,677,0.2524235645041014
17,1996,2691,30,0.011148,0.02924,0.085227,21,352,35,586,0.31384,0.706977,0.0,0.706991,0.0,0.595349,0.002782,0.000522,0.355039,0.706977,0.43255,0.0,0.0,0.0,0.0,1.00002,0.003304,0.001257,0.08452,1,0.12,12,0.004326,0.885137,2.103731,0.981717,50.0,0.020005,block,647,0.24043106651802304,727,0.2701597918989223,640,0.23782980304719434,677,0.2515793385358603
18,1997,2701,28,0.010367,0.027397,0.077994,18,359,37,595,0.297456,0.657005,0.0,0.657046,0.0,0.531401,0.00258,0.00061,0.388486,0.657005,0.478231,0.0,0.0,0.0,0.0,1.000062,0.003189,0.001259,0.08436,1,0.12,13,0.005615,0.881318,2.099188,0.982017,49.0,0.020015,block,647,0.23954091077378747,731,0.27064050351721586,639,0.2365790447982229,684,0.2532395409107738
19,1998,2714,38,0.014001,0.036929,0.106742,25,356,41,597,0.308066,0.946429,1.0,0.946613,1.000195,0.794643,0.003563,0.000681,0.436384,0.946429,0.50883,0.0,0.0,0.0,0.0,1.000195,0.004244,0.001263,0.08432,1,0.12,17,0.005625,0.874684,2.091273,0.97607,65.636364,0.020048,block,648,0.23876197494473103,733,0.2700810611643331,637,0.23470891672807664,696,0.25644804716285924
20,1999,2726,36,0.013206,0.034884,0.10084,24,357,38,604,0.30814,0.728155,0.0,0.7286,0.0,0.660194,0.00322,0.000332,0.40534,0.728155,0.451181,0.0,0.0,0.0,0.0,1.00061,0.003552,0.001275,0.084133,1,0.12,7,0.007305,0.869909,2.085556,0.976359,64.8,0.020149,block,655,0.24027879677182684,731,0.2681584739545121,641,0.2351430667644901,699,0.2564196625091709
21,2000,2731,31,0.011351,0.030602,0.089595,26,346,27,604,0.316881,0.655556,0.0,0.656811,0.0,0.533333,0.00298,0.000683,0.338889,0.655556,0.41587,0.0,0.0,0.0,0.0,1.001915,0.003662,0.001316,0.084,1,0.12,11,0.007057,0.862701,2.076898,0.981266,51.945946,0.020468,block,663,0.24276821677041377,730,0.26730135481508605,638,0.23361406078359576,700,0.25631636763090443
22,2001,2736,29,0.010599,0.028459,0.082386,24,352,31,604,0.309127,0.708333,0.0,0.712592,0.0,0.614583,0.003218,0.000491,0.348958,0.708333,0.414177,0.0,0.0,0.0,0.0,1.006012,0.003709,0.001447,0.083907,1,0.12,9,0.007749,0.853638,2.06596,0.980213,54.258065,0.021465,block,660,0.2412280701754386,734,0.2682748538011696,642,0.23464912280701755,700,0.25584795321637427
23,2002,2730,28,0.010256,0.027559,0.076294,34,367,45,617,0.277559,1.136612,1.0,1.158127,1.018929,0.961749,0.005284,0.000961,0.540984,1.136612,0.616741,0.0,0.0,0.0,0.0,1.018929,0.006245,0.001899,0.083973,1,0.12,16,0.008587,0.847661,2.058715,0.979487,56.0,0.024584,block,660,0.24175824175824176,735,0.2692307692307692,643,0.23553113553113553,692,0.25347985347985347
24,2003,2732,32,0.011713,0.031342,0.084881,30,377,46,637,0.261508,1.925,2.0,2.04075,2.120259,1.75,0.011006,0.001101,0.659896,1.925,0.713356,0.0,0.0,0.0,0.0,1.06013,0.012107,0.00369,0.084,1,0.12,14,0.008168,0.843008,2.053057,0.979319,56.888889,0.034273,block,655,0.2397510980966325,738,0.27013177159590046,648,0.23718887262079064,691,0.2529282576866764
25,2004,2744,35,0.012755,0.034585,0.088384,23,396,56,657,0.217391,4.911765,5.0,5.875634,5.981185,4.191176,0.031046,0.005338,0.721281,5.882353,0.928873,0.970588,0.970588,0.970588,0.131663,1.196237,0.036383,0.012787,0.08388,1,0.12,49,0.00765,0.834425,2.042578,0.977239,62.820513,0.063798,block,658,0.23979591836734693,743,0.27077259475218657,655,0.23870262390670555,688,0.25072886297376096
26,2005,2748,32,0.011645,0.031873,0.080402,28,398,30,662,0.207171,8.235294,9.0,13.94279,15.237477,5.323529,0.079456,0.043459,0.440958,12.279412,0.925248,5.705882,5.705882,4.794118,0.392997,1.693053,0.122915,0.06947,0.083787,1,0.12,64,0.008508,0.829701,2.036788,0.982851,48.761905,0.148704,block,659,0.2398107714701601,742,0.2700145560407569,655,0.23835516739446871,692,0.25181950509461426
27,2006,2737,24,0.008769,0.024267,0.064,35,375,24,655,0.241658,22.133333,23.0,87.903317,91.345314,5.893333,0.07964,0.219459,0.2575,16.0,0.203959,65.68,65.68,10.106667,0.631667,3.971535,0.299099,0.400652,0.083827,1,0.12,6,0.008794,0.825807,2.032002,0.986299,38.4,0.357116,block,662,0.24187066130800147,734,0.268176835951772,652,0.2382170259408111,689,0.25173547679941544
28,2007,2747,33,0.012013,0.033367,0.090164,23,366,26,648,0.259858,76.415842,82.0,1323.561201,1420.281662,8.712871,0.087129,0.67703,0.247525,16.0,0.012667,1247.138614,512.0,10.415842,0.65099,17.320508,0.764158,1.0,0.083813,1,0.12,3,0.010415,0.820368,2.0253,0.97871,58.864865,0.717107,block,663,0.241354204586822,740,0.2693847834000728,652,0.23734983618492903,692,0.2519111758281762
29,2008,2738,24,0.008766,0.02454,0.066852,33,359,27,647,0.265849,104.943396,105.0,7927.165616,7931.441326,9.433962,0.089847,0.909614,0.214623,16.0,0.002018,7821.801887,512.0,11.603774,0.725236,75.537536,0.999461,1.0,0.083813,1,0.12,0,0.009295,0.816713,2.020783,0.982469,48.0,1.077098,block,664,0.2425127830533236,739,0.2699050401753105,648,0.2366691015339664,687,0.2509130752373996
30,2009,2734,20,0.007315,0.020346,0.056818,24,352,28,647,0.283825,127.0,127.0,22503.724899,22503.724899,11.28125,0.088829,0.911171,0.196777,16.0,0.000711,22377.0,512.0,12.460938,0.778809,177.194684,1.0,1.0,0.083813,1,0.12,0,0.009626,0.811624,2.014477,0.985369,40.0,1.285509,block,662,0.2421360643745428,740,0.27066569129480617,646,0.23628383321141186,686,0.25091441111923923
31,2010,2730,36,0.013187,0.03719,0.107784,40,334,18,637,0.309917,124.0,124.0,31097.518417,31097.518417,14.8,0.119355,0.880645,0.1375,16.0,0.000515,30974.0,512.0,13.32,0.8325,250.786439,1.0,1.0,0.08408,1,0.12,1,0.009196,0.805081,2.006341,0.978836,58.909091,1.370415,block,656,0.2402930402930403,746,0.27326007326007323,644,0.2358974358974359,684,0.25054945054945055
32,2011,2727,26,0.009534,0.026971,0.08,29,325,23,633,0.325726,146.0,146.0,41315.699391,41315.699391,15.755102,0.107912,0.892088,0.143282,16.0,0.000387,41170.0,512.0,12.619048,0.78869,282.984242,1.0,1.0,0.083987,1,0.12,0,0.008175,0.79832,1.997899,0.980931,52.0,1.399941,block,653,0.23945727906123945,751,0.2753942060872754,643,0.2357902456912358,680,0.24935826916024936
33,2012,2726,28,0.010271,0.029319,0.088608,29,316,27,620,0.33822,169.0,169.0,49758.126908,49758.126908,18.882353,0.11173,0.88827,0.156985,16.0,0.000322,49589.0,512.0,12.682353,0.792647,294.426786,1.0,1.0,0.084027,1,0.12,0,0.008219,0.792139,1.990149,0.982182,49.0,1.40963,block,646,0.23697725605282466,758,0.2780630961115187,642,0.235509904622157,680,0.24944974321349964
34,2013,2726,24,0.008804,0.025316,0.076677,24,313,23,616,0.339662,163.0,163.0,48607.790005,48607.790005,21.317073,0.13078,0.86922,0.130716,16.0,0.000329,48445.0,512.0,13.469512,0.841845,298.207301,1.0,1.0,0.083973,1,0.12,0,0.009437,0.788328,1.985357,0.982392,48.0,1.412749,block,645,0.23661041819515774,759,0.27842993396918564,641,0.2351430667644901,681,0.24981658107116655
35,2014,2708,24,0.008863,0.025424,0.079734,42,301,20,602,0.362288,176.0,176.0,52699.102578,52699.102578,26.090395,0.148241,0.851759,0.115113,16.0,0.000304,52523.0,512.0,13.316384,0.832274,299.426719,1.0,1.0,0.084213,1,0.12,0,0.010348,0.779971,1.974805,0.98369,44.307692,1.413746,block,642,0.23707533234859676,755,0.2788035450516987,636,0.23485967503692762,675,0.24926144756277696
36,2015,2691,26,0.009662,0.027867,0.088435,43,294,26,596,0.369775,195.0,195.0,58464.318141,58464.318141,25.969388,0.133176,0.866824,0.132653,16.0,0.000274,58269.0,512.0,13.30102,0.831314,299.817016,1.0,1.0,0.084467,1,0.12,2,0.010466,0.770563,1.962859,0.982106,48.285714,1.414064,block,636,0.23634336677814938,751,0.2790784095131921,637,0.23671497584541062,667,0.24786324786324787
37,2016,2690,26,0.009665,0.027455,0.088435,27,294,27,581,0.379092,220.0,220.0,65987.158349,65987.158349,29.791855,0.135418,0.864582,0.143665,16.0,0.000242,65767.0,512.0,13.027149,0.814197,299.941629,1.0,1.0,0.08448,1,0.12,0,0.009783,0.765117,1.95591,0.980669,52.0,1.414166,block,632,0.23494423791821561,749,0.27843866171003717,642,0.23866171003717473,667,0.24795539033457248
38,2017,2678,22,0.008215,0.023085,0.07309,34,301,27,570,0.368311,220.0,220.0,65995.904347,65995.904347,33.104072,0.150473,0.849527,0.131505,16.0,0.000242,65776.0,512.0,12.742081,0.79638,299.981383,1.0,1.0,0.084587,1,0.12,0,0.010029,0.759143,1.94826,0.986286,37.230769,1.414198,block,626,0.2337565347274085,752,0.280806572068708,636,0.2374906646751307,664,0.2479462285287528
39,2018,2667,27,0.010124,0.028511,0.091216,38,296,23,562,0.374868,217.0,217.0,65098.711643,65098.711643,36.816514,0.169661,0.830339,0.103498,16.0,0.000246,64882.0,512.0,11.077982,0.692374,299.994063,1.0,1.0,0.0848,1,0.12,5,0.010309,0.750516,1.937157,0.981197,50.275862,1.414209,block,622,0.23322084739407575,744,0.27896512935883017,639,0.23959505061867267,662,0.24821897262842144
40,2019,2646,29,0.01096,0.030655,0.098976,50,293,22,550,0.38055,224.0,224.0,67199.575877,67199.575877,38.257778,0.170794,0.829206,0.103889,16.0,0.000238,66976.0,512.0,12.622222,0.788889,299.998107,1.0,1.0,0.085107,1,0.12,1,0.013042,0.743668,1.928299,0.980895,50.969697,1.414212,block,617,0.23318216175359033,740,0.2796674225245654,633,0.23922902494331066,656,0.24792139077853365
41,2020,2630,27,0.010266,0.029032,0.096429,43,280,22,534,0.397849,234.0,234.0,70199.858706,70199.858706,39.668085,0.169522,0.830478,0.102394,16.0,0.000228,69966.0,512.0,12.497872,0.781117,299.999396,1.0,1.0,0.085293,1,0.12,0,0.014675,0.735449,1.917615,0.983523,44.181818,1.414213,block,607,0.23079847908745246,735,0.279467680608365,631,0.23992395437262357,657,0.24980988593155892
42,2021,2624,28,0.010671,0.03027,0.10219,34,274,22,527,0.407568,240.0,240.0,71999.953785,71999.953785,39.825726,0.165941,0.834059,0.108921,16.0,0.000222,71760.0,512.0,12.522822,0.782676,299.999807,1.0,1.0,0.085387,1,0.12,0,0.012706,0.726103,1.905391,0.980128,52.266667,1.414213,block,597,0.22751524390243902,735,0.28010670731707316,633,0.24123475609756098,659,0.25114329268292684
43,2022,2619,26,0.009927,0.027897,0.094891,31,274,24,523,0.412017,253.0,253.0,75899.984463,75899.984463,40.716535,0.160935,0.839065,0.112451,16.0,0.000211,75647.0,512.0,12.917323,0.807333,299.999939,1.0,1.0,0.085427,1,0.12,0,0.011289,0.718273,1.89509,0.982965,45.066667,1.414214,block,592,0.22604047346315387,734,0.28025964108438334,631,0.24093165330278732,662,0.2527682321496755
44,2023,2602,31,0.011914,0.033514,0.113553,48,273,30,510,0.40973,266.0,266.0,79799.994791,79799.994791,41.29588,0.155248,0.844752,0.128745,16.0,0.000201,79534.0,512.0,12.303371,0.768961,299.99998,1.0,1.0,0.08572,1,0.12,0,0.009151,0.710044,1.884203,0.979048,54.914286,1.414214,block,582,0.22367409684857803,730,0.28055342044581094,626,0.24058416602613375,664,0.25518831667947733
45,2024,2589,21,0.008111,0.023204,0.077778,34,270,25,501,0.403315,250.0,250.0,74999.998439,74999.998439,42.85259,0.17141,0.82859,0.102341,16.0,0.000213,74750.0,512.0,13.215139,0.825946,299.999994,1.0,1.0,0.08576,1,0.12,0,0.009817,0.701228,1.872469,0.986573,35.28,1.414214,block,570,0.220162224797219,731,0.28234839706450365,619,0.23908845113943608,669,0.25840092699884126
46,2025,2576,26,0.010093,0.028825,0.095588,39,272,21,491,0.396896,250.0,250.0,74999.999502,74999.999502,44.525896,0.178104,0.821896,0.094871,16.0,0.000213,74750.0,512.0,13.36255,0.835159,299.999998,1.0,1.0,0.086,1,0.12,0,0.01149,0.689587,1.856861,0.981307,48.285714,1.414214,block,558,0.21661490683229814,733,0.2845496894409938,622,0.24145962732919254,663,0.2573757763975155
47,2026,2555,17,0.006654,0.019318,0.06391,38,266,23,474,0.395455,252.0,252.0,75599.99984,75599.99984,44.134387,0.175136,0.824864,0.090909,16.0,0.000212,75348.0,512.0,13.367589,0.835474,299.999999,1.0,1.0,0.08616,1,0.12,0,0.014402,0.68304,1.848027,0.988166,30.421053,1.414214,block,546,0.2136986301369863,726,0.28414872798434443,621,0.24305283757338553,662,0.25909980430528373
48,2027,2549,24,0.009415,0.027875,0.094488,30,254,17,461,0.409988,244.0,244.0,73199.999951,73199.999951,44.742857,0.183372,0.816628,0.083929,16.0,0.000219,72956.0,512.0,13.493878,0.843367,300.0,1.0,1.0,0.086333,1,0.12,0,0.014361,0.67514,1.837307,0.982673,44.307692,1.414214,block,534,0.2094939191839937,723,0.2836406433895645,628,0.24637112593173793,664,0.2604943114947038
49,2028,2529,22,0.008699,0.025346,0.087302,42,252,25,458,0.419355,274.0,274.0,82199.999982,82199.999982,44.727273,0.163238,0.836762,0.105455,16.0,0.000195,81926.0,512.0,12.869091,0.804318,300.0,1.0,1.0,0.086573,1,0.12,0,0.016335,0.662563,1.820114,0.982602,44.0,1.414214,block,527,0.20838275998418349,722,0.28548833531039935,623,0.24634242783708976,657,0.2597864768683274
50,2029,2514,16,0.006364,0.018779,0.066946,31,239,19,452,0.438967,270.0,270.0,80999.999994,80999.999994,46.944649,0.173869,0.826131,0.08095,16.0,0.000198,80730.0,512.0,13.911439,0.869465,300.0,1.0,1.0,0.086693,1,0.12,0,0.016955,0.656311,1.811506,0.987271,32.0,1.414214,block,518,0.2060461416070008,722,0.2871917263325378,619,0.2462211614956245,655,0.26054097056483694
51,2030,2489,18,0.007232,0.021127,0.074689,43,241,25,447,0.434272,276.0,276.0,82799.999998,82799.999998,45.458484,0.164705,0.835295,0.106498,16.0,0.000193,82524.0,512.0,13.433213,0.839576,300.0,1.0,1.0,0.087053,1,0.12,0,0.016754,0.649003,1.801392,0.985536,36.0,1.414214,block,507,0.20369626355966253,715,0.2872639614302933,617,0.247890719164323,650,0.2611490558457212
52,2031,2488,22,0.008842,0.026097,0.091286,23,241,24,447,0.428233,269.0,269.0,80699.999999,80699.999999,45.666667,0.169765,0.830235,0.08912,16.0,0.000198,80431.0,512.0,12.477778,0.779861,300.0,1.0,1.0,0.08712,1,0.12,1,0.017915,0.641093,1.790381,0.98385,40.333333,1.414214,block,504,0.20257234726688103,718,0.28858520900321544,618,0.24839228295819935,648,0.2604501607717042
53,2032,2471,23,0.009308,0.027545,0.097872,40,235,20,442,0.437126,261.0,261.0,78300.0,78300.0,45.435115,0.174081,0.825919,0.098521,16.0,0.000204,78039.0,512.0,13.045802,0.815363,300.0,1.0,1.0,0.08736,1,0.12,0,0.018287,0.632386,1.778181,0.985607,36.482759,1.414214,block,493,0.19951436665317684,717,0.2901659247268312,617,0.24969647915823553,644,0.26062322946175637
54,2033,2460,27,0.010976,0.03222,0.112033,38,241,21,442,0.424821,262.0,262.0,78600.0,78600.0,45.353612,0.173105,0.826895,0.084601,16.0,0.000204,78338.0,512.0,13.612167,0.85076,300.0,1.0,1.0,0.08756,1,0.12,0,0.01755,0.623837,1.766122,0.98106,47.032258,1.414214,block,483,0.19634146341463415,716,0.2910569105691057,621,0.2524390243902439,640,0.2601626016260163
55,2034,2451,18,0.007344,0.021505,0.075,27,240,26,441,0.426523,271.0,271.0,81300.0,81300.0,43.441176,0.1603,0.8397,0.109835,16.0,0.000197,81029.0,512.0,12.970588,0.810662,300.0,1.0,1.0,0.08756,1,0.12,0,0.019353,0.616479,1.755675,0.988213,29.454545,1.414214,block,473,0.19298245614035087,718,0.29294165646674825,623,0.25418196654426767,637,0.2598939208486332
56,2035,2439,24,0.00984,0.029126,0.1,36,240,18,439,0.417476,252.0,252.0,75600.0,75600.0,44.853755,0.177991,0.822009,0.069911,16.0,0.000212,75348.0,512.0,14.304348,0.894022,300.0,1.0,1.0,0.0878,1,0.12,0,0.020776,0.60596,1.740633,0.98032,48.0,1.414214,block,469,0.1922919229192292,719,0.2947929479294793,614,0.25174251742517423,637,0.2611726117261173
57,2036,2422,16,0.006606,0.019465,0.065041,33,246,25,444,0.40146,250.0,250.0,75000.0,75000.0,43.386454,0.173546,0.826454,0.082171,16.0,0.000213,74750.0,512.0,13.87251,0.867032,300.0,1.0,1.0,0.08792,1,0.12,0,0.022272,0.59859,1.730014,0.986788,32.0,1.414214,block,459,0.18951279933938894,719,0.29686209744013214,614,0.2535094962840628,630,0.26011560693641617
58,2037,2405,25,0.010395,0.030941,0.103734,42,241,18,446,0.403465,232.0,232.0,69600.0,69600.0,44.180258,0.190432,0.809568,0.072693,16.0,0.00023,69368.0,512.0,14.23176,0.889485,300.0,1.0,1.0,0.088267,1,0.12,0,0.02171,0.587102,1.713333,0.97921,50.0,1.414214,block,455,0.1891891891891892,718,0.29854469854469856,607,0.2523908523908524,625,0.2598752598752599
59,2038,2375,16,0.006737,0.019753,0.065306,46,245,25,449,0.395062,241.0,241.0,72300.0,72300.0,40.842975,0.169473,0.830527,0.090134,16.0,0.000221,72059.0,512.0,14.004132,0.875258,300.0,1.0,1.0,0.088547,1,0.12,0,0.021267,0.578602,1.700885,0.988105,28.444444,1.414214,block,446,0.18778947368421053,716,0.30147368421052634,598,0.2517894736842105,615,0.25894736842105265
60,2039,2362,22,0.009314,0.027431,0.091667,35,240,22,445,0.401496,231.0,231.0,69300.0,69300.0,39.025862,0.168943,0.831057,0.101832,16.0,0.000231,69069.0,512.0,13.823276,0.863955,300.0,1.0,1.0,0.0888,1,0.12,0,0.019227,0.56826,1.685616,0.982988,40.333333,1.414214,block,439,0.18585944115156647,716,0.30313293818797626,599,0.25359864521591874,608,0.2574089754445385
61,2040,2336,16,0.006849,0.020101,0.067227,42,238,27,441,0.40201,236.0,236.0,70800.0,70800.0,37.654008,0.159551,0.840449,0.123154,16.0,0.000226,70564.0,512.0,13.447257,0.840454,300.0,1.0,1.0,0.089067,1,0.12,0,0.02046,0.557236,1.669185,0.986301,32.0,1.414214,block,434,0.1857876712328767,708,0.3030821917808219,591,0.2529965753424658,603,0.2581335616438356
62,2041,2313,18,0.007782,0.0225,0.074689,41,241,26,444,0.3975,229.0,229.0,68700.0,68700.0,34.947826,0.152611,0.847389,0.116304,16.0,0.000233,68471.0,512.0,13.582609,0.848913,300.0,1.0,1.0,0.0894,1,0.12,0,0.020134,0.551619,1.660751,0.986069,32.4,1.414214,block,426,0.18417639429312582,700,0.30263726761781234,587,0.25378296584522264,600,0.2594033722438392
63,2042,2309,35,0.015158,0.044248,0.142857,39,245,27,443,0.380531,217.0,217.0,65100.0,65100.0,32.697248,0.150679,0.849321,0.114106,16.0,0.000246,64883.0,512.0,13.655963,0.853498,300.0,1.0,1.0,0.08968,1,0.12,0,0.021512,0.535488,1.636289,0.974435,59.756098,1.414214,block,415,0.1797314854915548,701,0.3035946297098311,594,0.2572542226071893,599,0.25941966219142487
64,2043,2278,19,0.008341,0.024081,0.079167,50,240,20,438,0.391635,206.0,206.0,61800.0,61800.0,32.743961,0.158951,0.841049,0.086353,16.0,0.000259,61594.0,512.0,14.082126,0.880133,300.0,1.0,1.0,0.08988,1,0.12,0,0.02402,0.52377,1.618287,0.984982,34.380952,1.414214,block,404,0.17734855136084285,698,0.3064091308165057,588,0.2581211589113257,588,0.2581211589113257
65,2044,2268,22,0.0097,0.028646,0.094421,32,233,19,437,0.393229,197.0,197.0,59100.0,59100.0,30.757576,0.15613,0.84387,0.092803,16.0,0.000271,58903.0,512.0,13.984848,0.874053,300.0,1.0,1.0,0.090053,1,0.12,0,0.023594,0.515252,1.605073,0.982283,40.333333,1.414214,block,397,0.17504409171075838,693,0.3055555555555556,587,0.2588183421516755,591,0.2605820105820106
